TrialNumber,Trial,ISI,ITI,winlose,door_image_L,door_image_R,ran,order,decision_onset,resp,rt,resp_onset,resp_offset,trialDuration,pre_feedback_fix_onset,pre_feedback_fix_duration,arrow_onset,arrow_offset,ITIonset,ITIoffset,Date_Time
12,12,6,4,loss,obj (12).bmp,obj (72).bmp,1.0,11.0,134.01083,999.0,999.0,999.0,137.11618,3.1056223,137.11662,2.0,139.13327,142.15097,142.15115,146.16931,2019-11-05 08:49:38.696253
13,13,2,4,win,obj (13).bmp,obj (73).bmp,1.0,12.0,146.18498,999.0,999.0,999.0,149.29185,3.1071613,149.29233,2.0,151.30878,154.34447,154.34483,158.3617,2019-11-05 08:49:50.888400
14,14,2,2,loss,obj (14).bmp,obj (74).bmp,1.0,13.0,158.37619,999.0,999.0,999.0,161.48308,3.1071553,161.48352,2.0,163.49995,166.51814,166.51831,168.5376,2019-11-05 08:50:01.064113
15,15,8,2,loss,obj (15).bmp,obj (75).bmp,1.0,14.0,168.55255,999.0,999.0,999.0,171.65782,3.1055493,171.65826,2.0,173.67477,176.692,176.69217,178.71112,2019-11-05 08:50:11.237438
16,16,2,4,win,obj (16).bmp,obj (76).bmp,1.0,15.0,178.72716,999.0,999.0,999.0,181.83156,3.1046872,181.83202,2.0,183.84846,186.88387,186.88422,190.9015,2019-11-05 08:50:23.427603
17,17,2,2,loss,obj (17).bmp,obj (77).bmp,1.0,16.0,190.9165,999.0,999.0,999.0,194.0232,3.1069665,194.02365,2.0,196.04018,199.05843,199.05858,201.07692,2019-11-05 08:50:33.602826
18,18,4,4,win,obj (18).bmp,obj (78).bmp,1.0,17.0,201.09224,999.0,999.0,999.0,204.1972,3.1052413,204.19766,2.0,206.21414,209.25026,209.25061,213.26762,2019-11-05 08:50:45.793368
19,19,2,2,win,obj (19).bmp,obj (79).bmp,1.0,18.0,213.28368,999.0,999.0,999.0,216.3889,3.1055002,216.38934,2.0,218.40602,221.44118,221.44156,223.45961,2019-11-05 08:50:55.985093
20,20,2,2,win,obj (20).bmp,obj (80).bmp,1.0,19.0,223.47462,999.0,999.0,999.0,226.58015,3.1057994,226.5806,2.0,228.59697,231.63269,231.63304,233.65009,2019-11-05 08:51:06.175368
21,21,2,2,win,obj (21).bmp,obj (81).bmp,1.0,20.0,233.66475,999.0,999.0,999.0,236.77002,3.1055293,236.77045,2.0,238.78699,241.82237,241.82272,243.8404,2019-11-05 08:51:16.365521
22,22,2,2,loss,obj (22).bmp,obj (82).bmp,1.0,21.0,243.8561,999.0,999.0,999.0,246.96039,3.1045804,246.96085,2.0,248.97731,251.9956,251.99577,254.01468,2019-11-05 08:51:26.539593
23,23,4,6,loss,obj (23).bmp,obj (83).bmp,1.0,22.0,254.02939,999.0,999.0,999.0,257.1353,3.1061938,257.13574,2.0,259.15222,262.16965,262.16983,268.18817,2019-11-05 08:51:40.712799
24,24,4,6,win,obj (24).bmp,obj (84).bmp,1.0,23.0,268.2032,999.0,999.0,999.0,271.29474,3.0918343,271.2952,2.0,273.3118,276.34708,276.3474,282.36542,2019-11-05 08:51:54.889771
25,25,2,2,loss,obj (25).bmp,obj (85).bmp,1.0,24.0,282.38293,999.0,999.0,999.0,285.4882,3.1055524,285.48868,2.0,287.5053,290.52356,290.5237,292.54196,2019-11-05 08:52:05.066124
26,26,4,8,loss,obj (26).bmp,obj (86).bmp,1.0,25.0,292.55667,999.0,999.0,999.0,295.66248,3.1060898,295.66293,2.0,297.67938,300.69678,300.69696,308.71826,2019-11-05 08:52:21.242152
27,27,6,2,loss,obj (27).bmp,obj (87).bmp,1.0,26.0,308.73462,999.0,999.0,999.0,311.8409,3.1065648,311.84134,2.0,313.85886,316.8772,316.87735,318.89557,2019-11-05 08:52:31.419238
28,28,6,2,loss,obj (28).bmp,obj (88).bmp,1.0,27.0,318.91052,999.0,999.0,999.0,322.01642,3.1061704,322.01688,2.0,324.03336,327.0517,327.05188,329.07037,2019-11-05 08:52:41.593917
29,29,2,4,win,obj (29).bmp,obj (89).bmp,1.0,28.0,329.0854,999.0,999.0,999.0,332.18918,3.1040702,332.1896,2.0,334.20706,337.2409,337.24127,341.25943,2019-11-05 08:52:53.782705
30,30,4,2,win,obj (30).bmp,obj (90).bmp,1.0,29.0,341.27054,999.0,999.0,999.0,344.3648,3.0945594,344.36526,2.0,346.38287,349.41702,349.4174,351.43607,2019-11-05 08:53:03.959143
31,31,6,2,loss,obj (31).bmp,obj (91).bmp,1.0,30.0,351.44604,999.0,999.0,999.0,354.53937,3.0935826,354.5398,2.0,356.5562,359.57404,359.57422,361.59357,2019-11-05 08:53:14.116447
32,32,2,7,win,obj (32).bmp,obj (92).bmp,1.0,31.0,361.60364,999.0,999.0,999.0,364.71375,3.110399,364.7142,2.0,366.73087,369.76514,369.76547,376.78418,2019-11-05 08:53:29.306775
33,33,4,6,loss,obj (33).bmp,obj (93).bmp,1.0,32.0,376.79114,999.0,999.0,999.0,379.89075,3.099864,379.89117,2.0,381.9077,384.92282,384.92297,390.9445,2019-11-05 08:53:43.466799
34,34,2,2,loss,obj (34).bmp,obj (94).bmp,1.0,33.0,390.96036,999.0,999.0,999.0,394.06738,3.107336,394.06787,2.0,396.0843,399.10052,399.10068,401.12094,2019-11-05 08:53:53.643071
35,35,6,2,loss,obj (35).bmp,obj (95).bmp,1.0,34.0,401.13696,999.0,999.0,999.0,404.24182,3.1051364,404.24228,2.0,406.2588,409.27603,409.27618,411.2946,2019-11-05 08:54:03.816526
36,36,4,8,win,obj (36).bmp,obj (96).bmp,1.0,35.0,411.3094,999.0,999.0,999.0,414.41522,3.1060865,414.41565,2.0,416.43192,419.46716,419.46753,427.48462,2019-11-05 08:54:20.006250
37,37,3,8,win,obj (37).bmp,obj (97).bmp,1.0,36.0,427.4993,999.0,999.0,999.0,430.59357,3.0945756,430.59402,2.0,432.61047,435.64468,435.64502,443.6637,2019-11-05 08:54:36.185038
38,38,6,7,loss,obj (38).bmp,obj (98).bmp,1.0,37.0,443.67975,999.0,999.0,999.0,446.78848,3.1091535,446.78912,2.0,448.8048,451.8228,451.82297,458.84125,2019-11-05 08:54:51.362285
39,39,2,8,win,obj (39).bmp,obj (99).bmp,1.0,38.0,458.86047,999.0,999.0,999.0,461.96497,3.104787,461.96542,2.0,463.98285,467.01627,467.01663,475.03503,2019-11-05 08:55:07.555785
40,40,2,6,win,obj (40).bmp,obj (100).bmp,1.0,39.0,475.04977,999.0,999.0,999.0,478.1422,3.0926764,478.14264,2.0,480.16025,483.19516,483.19553,489.21432,2019-11-05 08:55:21.734807
41,41,2,6,win,obj (41).bmp,obj (101).bmp,1.0,40.0,489.22968,999.0,999.0,999.0,492.33737,3.1079888,492.33783,2.0,494.35248,497.3888,497.38916,503.40793,2019-11-05 08:55:35.928119
42,42,4,8,loss,obj (42).bmp,obj (102).bmp,1.0,41.0,503.42358,999.0,999.0,999.0,506.52994,3.106625,506.53036,2.0,508.54684,511.5651,511.56525,519.58453,2019-11-05 08:55:52.104428
43,43,3,8,win,obj (43).bmp,obj (103).bmp,1.0,42.0,519.59924,999.0,999.0,999.0,522.6918,3.0928013,522.6922,2.0,524.7087,527.7434,527.7438,535.76245,2019-11-05 08:56:08.282068
44,44,6,6,loss,obj (44).bmp,obj (104).bmp,1.0,43.0,535.7775,999.0,999.0,999.0,538.8701,3.0928657,538.87054,2.0,540.8871,543.9038,543.904,549.9244,2019-11-05 08:56:22.443717
45,45,3,7,loss,obj (45).bmp,obj (105).bmp,1.0,44.0,549.93915,999.0,999.0,999.0,553.0472,3.1082728,553.0476,2.0,555.06036,558.0791,558.0793,565.09973,2019-11-05 08:56:37.618784
46,46,3,7,win,obj (46).bmp,obj (106).bmp,1.0,45.0,565.1146,999.0,999.0,999.0,568.20795,3.0936103,568.2084,2.0,570.22485,573.2592,573.2596,580.2783,2019-11-05 08:56:52.797090
47,47,6,6,loss,obj (47).bmp,obj (107).bmp,1.0,46.0,580.29364,999.0,999.0,999.0,583.4021,3.1087627,583.4025,2.0,585.4192,588.43646,588.43665,594.456,2019-11-05 08:57:06.974479
48,48,6,7,win,obj (48).bmp,obj (108).bmp,1.0,47.0,594.4715,999.0,999.0,999.0,597.578,3.106755,597.5784,2.0,599.59454,602.6288,602.62915,609.6489,2019-11-05 08:57:22.167158
49,49,5,7,win,obj (49).bmp,obj (109).bmp,1.0,48.0,609.6643,999.0,999.0,999.0,612.77277,3.1087704,612.7732,2.0,614.7888,617.82404,617.8244,624.84314,2019-11-05 08:57:37.361045
50,50,2,8,win,obj (50).bmp,obj (110).bmp,1.0,49.0,624.8578,999.0,999.0,999.0,627.96594,3.1084566,627.96643,2.0,629.984,633.01776,633.01807,641.03656,2019-11-05 08:57:53.554188
51,51,4,4,win,obj (51).bmp,obj (111).bmp,1.0,50.0,641.0515,999.0,999.0,999.0,644.14453,3.0933459,644.145,2.0,646.16144,649.19684,649.1972,653.2128,2019-11-05 08:58:05.730222
52,52,3,6,loss,obj (52).bmp,obj (112).bmp,1.0,51.0,653.2277,999.0,999.0,999.0,656.33704,3.1096137,656.3375,2.0,658.3543,661.3715,661.3717,667.38934,2019-11-05 08:58:19.906453
53,53,6,6,loss,obj (53).bmp,obj (113).bmp,1.0,52.0,667.4063,999.0,999.0,999.0,670.51385,3.107855,670.51434,2.0,672.5309,675.5481,675.5482,681.5668,2019-11-05 08:58:34.083637
54,54,5,4,win,obj (54).bmp,obj (114).bmp,1.0,53.0,681.58167,999.0,999.0,999.0,684.6905,3.1091194,684.691,2.0,686.7073,689.7412,689.7416,693.7614,2019-11-05 08:58:46.278025
55,55,5,6,loss,obj (55).bmp,obj (115).bmp,1.0,54.0,693.7757,999.0,999.0,999.0,696.8812,3.1058168,696.88165,2.0,698.8981,701.91736,701.9175,707.936,2019-11-05 08:59:00.452320
56,56,5,7,loss,obj (56).bmp,obj (116).bmp,1.0,55.0,707.9513,999.0,999.0,999.0,711.0596,3.1085272,711.06,2.0,713.0755,716.0924,716.0926,723.1129,2019-11-05 08:59:15.628992
57,57,3,2,loss,obj (57).bmp,obj (117).bmp,1.0,56.0,723.1297,999.0,999.0,999.0,726.235,3.1055694,726.2355,2.0,728.25195,731.27124,731.2714,733.2897,2019-11-05 08:59:25.805551
58,58,4,6,loss,obj (58).bmp,obj (118).bmp,1.0,57.0,733.3048,999.0,999.0,999.0,736.4105,3.1059594,736.41095,2.0,738.42755,741.4446,741.4447,747.46405,2019-11-05 08:59:39.979683
59,59,4,7,win,obj (59).bmp,obj (119).bmp,1.0,58.0,747.47894,999.0,999.0,999.0,750.5861,3.1074247,750.58655,2.0,752.6042,755.6394,755.6397,762.65674,2019-11-05 08:59:55.172045
60,60,4,8,win,obj (60).bmp,obj (120).bmp,1.0,59.0,762.673,999.0,999.0,999.0,765.7805,3.1078079,765.78094,2.0,767.7984,770.8336,770.834,778.8517,2019-11-05 09:00:11.366677
