Risk_per,Money,Color,Amb,RiskisLeft,response,RT,dist
20,13,red,100,0,['j'],3.990399800008163,wide
30,13,red,100,0,['j'],2.5661758999340236,wide
40,13,red,100,0,['f'],2.331045900005847,wide
50,13,red,100,0,['f'],1.9043350999709219,wide
60,13,red,100,1,['j'],1.9427235000766814,wide
70,13,red,100,1,['f'],2.122237800154835,wide
80,13,red,100,0,['f'],1.4576982001308352,wide
90,13,red,100,0,['j'],0.96412150003016,wide
20,13,red,50,1,['j'],2.1172673997934908,wide
30,13,red,50,1,['j'],2.1794581001158804,wide
40,13,red,50,0,['j'],2.192904500057921,wide
50,13,red,50,0,['j'],2.03727770014666,wide
60,13,red,50,1,['f'],1.9340915000066161,wide
70,13,red,50,0,['j'],1.7260388999711722,wide
80,13,red,50,1,['f'],1.2722687001805753,wide
90,13,red,50,0,['j'],0.728154799900949,wide
20,13,green,100,1,['j'],2.028985899873078,narrow
30,13,green,100,0,['f'],1.8704270001035184,narrow
40,13,green,100,0,['j'],1.5808111000806093,narrow
50,13,green,100,0,['f'],2.171231900108978,narrow
60,13,green,100,1,['f'],1.8259001998230815,narrow
70,13,green,100,0,['j'],1.3649685999844223,narrow
80,13,green,100,0,['j'],1.2478175999131054,narrow
90,13,green,100,1,['f'],1.0109938001260161,narrow
20,13,green,50,1,['j'],1.7138334999326617,narrow
30,13,green,50,0,['f'],2.884279099991545,narrow
40,13,green,50,0,['f'],2.0718834998551756,narrow
50,13,green,50,0,['j'],1.1711190999485552,narrow
60,13,green,50,1,['f'],1.2504257999826223,narrow
70,13,green,50,1,['f'],0.8722956001292914,narrow
80,13,green,50,1,['f'],1.2027090000919998,narrow
90,13,green,50,0,['j'],0.837509399978444,narrow
20,13,blue,100,0,['f'],1.6667108000256121,skew
30,13,blue,100,0,['f'],1.043305799830705,skew
40,13,blue,100,1,['j'],1.6777522000484169,skew
50,13,blue,100,1,['j'],1.5093245001044124,skew
60,13,blue,100,1,['j'],1.1532747000455856,skew
70,13,blue,100,1,['f'],1.1815979999955744,skew
80,13,blue,100,0,['j'],1.2577623000834137,skew
90,13,blue,100,0,['j'],0.8331812000833452,skew
20,13,blue,50,0,['f'],1.127091299975291,skew
30,13,blue,50,1,['j'],1.550753999967128,skew
40,13,blue,50,0,['f'],1.0896016999613494,skew
50,13,blue,50,0,['f'],0.9014266999438405,skew
60,13,blue,50,1,['f'],1.3314418999943882,skew
70,13,blue,50,0,['j'],0.7232723999768496,skew
80,13,blue,50,1,['f'],0.8557060998864472,skew
90,13,blue,50,0,['j'],0.7017427000682801,skew
20,13,yellow,100,0,['j'],0.8868863000534475,True_unkown
30,13,yellow,100,0,['f'],0.8960182999726385,True_unkown
40,13,yellow,100,0,['j'],1.3917964999563992,True_unkown
50,13,yellow,100,1,['j'],1.7959142001345754,True_unkown
60,13,yellow,100,0,['j'],2.0995974000543356,True_unkown
70,13,yellow,100,0,['j'],1.2662966998759657,True_unkown
80,13,yellow,100,1,['f'],1.3985540000721812,True_unkown
90,13,yellow,100,1,['f'],1.0591869000345469,True_unkown
20,13,yellow,50,1,['j'],1.1296784998849034,True_unkown
30,13,yellow,50,1,['j'],0.7530793000478297,True_unkown
40,13,yellow,50,1,['j'],1.0119075998663902,True_unkown
50,13,yellow,50,0,['f'],1.0202422000002116,True_unkown
60,13,yellow,50,1,['j'],1.4996676000300795,True_unkown
70,13,yellow,50,0,['j'],1.0153065999038517,True_unkown
80,13,yellow,50,1,['f'],0.9335699998773634,True_unkown
90,13,yellow,50,0,['j'],1.035104600014165,True_unkown
