Risk_per,Money,Color,Amb,RiskisLeft,response,RT,dist
20,13,red,100,0,No_resp,4,wide
30,13,red,100,1,['f'],2.0339458999224007,wide
40,13,red,100,0,['j'],1.3384005998959765,wide
50,13,red,100,0,['j'],1.4434976000338793,wide
60,13,red,100,0,['f'],0.9500770000740886,wide
70,13,red,100,0,['f'],0.4822068000212312,wide
80,13,red,100,1,['f'],2.358244900009595,wide
90,13,red,100,1,['f'],0.9696703000226989,wide
20,13,red,50,1,['j'],3.5076603000052273,wide
30,13,red,50,1,['j'],3.863567699911073,wide
40,13,red,50,1,['j'],2.3070432000095025,wide
50,13,red,50,1,['j'],2.965849900036119,wide
60,13,red,50,0,No_resp,4,wide
70,13,red,50,0,['j'],1.7580706999870017,wide
80,13,red,50,1,['f'],1.2260148000204936,wide
90,13,red,50,1,['f'],1.524596199975349,wide
20,13,green,100,0,['f'],3.024861100013368,narrow
30,13,green,100,1,['j'],2.356374999973923,narrow
40,13,green,100,1,['j'],1.7430835999548435,narrow
50,13,green,100,1,['j'],2.619443599949591,narrow
60,13,green,100,1,['f'],3.870331499958411,narrow
70,13,green,100,1,['f'],1.2326591999735683,narrow
80,13,green,100,0,['j'],1.3404122999636456,narrow
90,13,green,100,0,['j'],1.9028596000280231,narrow
20,13,green,50,1,['j'],3.266936199972406,narrow
30,13,green,50,0,['f'],1.804861499927938,narrow
40,13,green,50,1,['j'],1.6562664000084624,narrow
50,13,green,50,0,['f'],3.5796114000258967,narrow
60,13,green,50,1,['f'],2.1440227000275627,narrow
70,13,green,50,0,['j'],1.1255122000584379,narrow
80,13,green,50,0,['j'],0.9375328999012709,narrow
90,13,green,50,0,['j'],1.1706831000046805,narrow
20,13,blue,100,1,['j'],3.165153299923986,skew
30,13,blue,100,1,['j'],2.704427900025621,skew
40,13,blue,100,0,['f'],4.076644999906421,skew
50,13,blue,100,1,['j'],4.136304999934509,skew
60,13,blue,100,0,['j'],1.5697357999160886,skew
70,13,blue,100,0,['j'],0.9957742000697181,skew
80,13,blue,100,0,['j'],1.7801743999589235,skew
90,13,blue,100,1,['f'],1.3267093000467867,skew
20,13,blue,50,0,['f'],2.281931999954395,skew
30,13,blue,50,1,['j'],3.0036013000644743,skew
40,13,blue,50,1,['j'],2.9347642000066116,skew
50,13,blue,50,0,['f'],0.9933094000443816,skew
60,13,blue,50,1,['f'],1.060311899986118,skew
70,13,blue,50,1,['f'],0.886713899904862,skew
80,13,blue,50,0,['j'],1.2725901999510825,skew
90,13,blue,50,0,['j'],1.0590562999714166,skew
20,13,yellow,100,0,['f'],3.093547400087118,True_unkown
30,13,yellow,100,0,['f'],1.7127505999524146,True_unkown
40,13,yellow,100,1,['f'],1.3714511999860406,True_unkown
50,13,yellow,100,1,['f'],1.376849100110121,True_unkown
60,13,yellow,100,1,['f'],0.7314793999539688,True_unkown
70,13,yellow,100,1,['f'],0.7015800999943167,True_unkown
80,13,yellow,100,0,['j'],1.5938779000425711,True_unkown
90,13,yellow,100,1,['f'],0.9712735000066459,True_unkown
20,13,yellow,50,1,['j'],2.983938700053841,True_unkown
30,13,yellow,50,0,['f'],1.3161701000062749,True_unkown
40,13,yellow,50,1,['f'],2.9832908998942003,True_unkown
50,13,yellow,50,0,['j'],0.8665944000240415,True_unkown
60,13,yellow,50,1,['f'],1.0918859000084922,True_unkown
70,13,yellow,50,1,['f'],1.0143033999484032,True_unkown
80,13,yellow,50,1,['f'],0.7388622000580654,True_unkown
90,13,yellow,50,1,['f'],0.6290939000900835,True_unkown
