Risk_per,Money,Color,Amb,RiskisLeft,response,RT,dist
20,13,green,100,0,No_resp,4,wide
30,13,green,100,0,['f'],0.933264194522053,wide
40,13,green,100,1,['j'],1.081161125563085,wide
50,13,green,100,1,['j'],1.0915188882499933,wide
60,13,green,100,1,['j'],0.7991366540081799,wide
70,13,green,100,0,['j'],2.462627971544862,wide
80,13,green,100,1,['f'],2.8202504022046924,wide
90,13,green,100,0,['j'],2.234733862336725,wide
20,13,green,50,1,['j'],2.5707447668537498,wide
30,13,green,50,0,['f'],2.1582273873500526,wide
40,13,green,50,1,['j'],0.9290151624009013,wide
50,13,green,50,1,['j'],1.3590674088336527,wide
60,13,green,50,0,['f'],1.4206172218546271,wide
70,13,green,50,0,['f'],1.09252297738567,wide
80,13,green,50,1,['j'],0.8053671270608902,wide
90,13,green,50,0,['j'],1.7257107133045793,wide
20,13,blue,100,0,['f'],1.9833389464765787,narrow
30,13,blue,100,0,['f'],3.7621435057371855,narrow
40,13,blue,100,0,['j'],1.2959770443849266,narrow
50,13,blue,100,1,['f'],1.478653575759381,narrow
60,13,blue,100,1,['f'],1.6276137605309486,narrow
70,13,blue,100,0,['j'],0.9755263929255307,narrow
80,13,blue,100,1,['j'],1.080550138372928,narrow
90,13,blue,100,1,['f'],0.7779392790980637,narrow
20,13,blue,50,0,['j'],1.364754592999816,narrow
30,13,blue,50,0,['f'],1.9482054966501892,narrow
40,13,blue,50,0,['f'],0.8147509517148137,narrow
50,13,blue,50,0,['j'],3.0255852160044014,narrow
60,13,blue,50,0,['j'],1.963799883145839,narrow
70,13,blue,50,0,['j'],1.8222358250059187,narrow
80,13,blue,50,0,['j'],1.8441238314844668,narrow
90,13,blue,50,1,['f'],1.507771024480462,narrow
20,13,red,100,0,['f'],1.7150798835791647,skew
30,13,red,100,1,['j'],2.982916261535138,skew
40,13,red,100,1,['f'],1.7387889036908746,skew
50,13,red,100,0,['j'],1.7713669035583735,skew
60,13,red,100,0,['f'],2.293741310480982,skew
70,13,red,100,0,['j'],1.9629698735661805,skew
80,13,red,100,0,['j'],1.4981050305068493,skew
90,13,red,100,0,['j'],1.5555395004339516,skew
20,13,red,50,0,['f'],1.1904907915741205,skew
30,13,red,50,1,['j'],1.101862429175526,skew
40,13,red,50,1,['f'],1.4273158903233707,skew
50,13,red,50,0,['j'],1.1851984169334173,skew
60,13,red,50,1,['f'],1.3396830833517015,skew
70,13,red,50,1,['f'],1.1987664210610092,skew
80,13,red,50,1,['f'],1.2052841829136014,skew
90,13,red,50,0,['j'],1.2160771461203694,skew
20,13,yellow,100,1,['j'],1.975126463919878,True_unkown
30,13,yellow,100,0,['f'],1.8351393663324416,True_unkown
40,13,yellow,100,0,['f'],1.1567937866784632,True_unkown
50,13,yellow,100,1,['f'],2.086843189317733,True_unkown
60,13,yellow,100,1,['j'],0.8970265304669738,True_unkown
70,13,yellow,100,0,['j'],1.1842125323601067,True_unkown
80,13,yellow,100,0,['j'],2.208447774872184,True_unkown
90,13,yellow,100,0,['j'],1.642784324940294,True_unkown
20,13,yellow,50,1,['j'],1.9137786063365638,True_unkown
30,13,yellow,50,1,['j'],1.1403039689175785,True_unkown
40,13,yellow,50,0,['f'],1.016724769026041,True_unkown
50,13,yellow,50,0,['f'],1.7677447875030339,True_unkown
60,13,yellow,50,1,['j'],1.2800839906558394,True_unkown
70,13,yellow,50,0,['j'],1.343068541958928,True_unkown
80,13,yellow,50,1,['f'],0.9973814035765827,True_unkown
90,13,yellow,50,0,['j'],0.7539446768350899,True_unkown
