condition	duration	onset
door	3	4.016210117843002
Fixation_ant	2	7.034264852758497
loss	3	9.048826911952347
door	3	18.09244848182425
Fixation_ant	2	21.110649046022445
win	3	23.12520942883566
door	3	30.185694813728333
Fixation_ant	2	33.28419165080413
loss	3	35.30116687063128
door	3	40.3438203278929
Fixation_ant	2	43.360993921756744
loss	3	45.37442152760923
door	3	54.41780275758356
Fixation_ant	2	57.51787596475333
loss	3	59.53427509497851
door	3	66.57769554061815
Fixation_ant	2	69.67677657771856
win	3	71.6933399476111
door	3	76.75355675956234
Fixation_ant	2	79.85089486977085
win	3	81.86742037069052
door	3	88.92728219367564
Fixation_ant	2	92.02522675599903
loss	3	94.04174330364913
door	3	101.08596995798871
Fixation_ant	2	104.18481838563457
win	3	106.20033767865971
door	3	111.26143612479791
Fixation_ant	2	114.35843896586448
win	3	116.37498914264143
door	3	123.43502468289807
Fixation_ant	2	126.5338433678262
win	3	128.5484150876291
door	3	133.61014223471284
Fixation_ant	2	136.70666772965342
loss	3	138.72413742775097
door	3	145.76712324190885
Fixation_ant	2	148.86605321988463
win	3	150.88270690571517
door	3	157.9426815896295
Fixation_ant	2	161.04170329356566
loss	3	163.05816854862496
door	3	168.10088021494448
Fixation_ant	2	171.19911770662293
loss	3	173.21454703900963
door	3	178.2583504295908
Fixation_ant	2	181.35558854602277
win	3	183.37150673475116
door	3	190.43522739876062
Fixation_ant	2	193.53120052767918
loss	3	195.54766908381134
door	3	200.59173632971942
Fixation_ant	2	203.68840326275676
win	3	205.7051236438565
door	3	212.76517501473427
Fixation_ant	2	215.86291744280607
win	3	217.88046005368233
door	3	222.94054133398458
Fixation_ant	2	226.0372973238118
win	3	228.05402696086094
door	3	233.1143309958279
Fixation_ant	2	236.21175842965022
win	3	238.22618314391002
door	3	243.28819597978145
Fixation_ant	2	246.38551292894408
loss	3	248.40190072264522
door	3	253.44570595258847
Fixation_ant	2	256.5425928789191
loss	3	258.5590777168982
door	3	267.60269650584087
Fixation_ant	2	270.7032709806226
win	3	272.7189341997728
door	3	281.78120262362063
Fixation_ant	2	284.8797246576287
loss	3	286.8962227529846
door	3	291.93950043665245
Fixation_ant	2	295.03701729374006
loss	3	297.05340124387294
door	3	308.096982949879
Fixation_ant	2	311.1986465258524
loss	3	313.2142073540017
door	3	318.25811764691025
Fixation_ant	2	321.35544387670234
loss	3	323.37086448585615
door	3	328.41561758192256
Fixation_ant	2	331.51250737998635
win	3	333.52864259900525
door	3	340.58862380264327
Fixation_ant	2	343.68930929666385
win	3	345.70577756874263
door	3	350.7682551238686
Fixation_ant	2	353.86370918294415
loss	3	355.87917427392676
door	3	360.9232606436126
Fixation_ant	2	364.0210039317608
win	3	366.03769321460277
door	3	376.0981423580088
Fixation_ant	2	379.1984080360271
loss	3	381.2148887156509
door	3	390.2584818857722
Fixation_ant	2	393.3585938657634
loss	3	395.3743443568237
door	3	400.4190348070115
Fixation_ant	2	403.5157086257823
loss	3	405.5316819460131
door	3	410.57624091394246
Fixation_ant	2	413.67107269493863
win	3	415.6895147636533
door	3	426.7496835947968
Fixation_ant	2	429.84949507098645
win	3	431.866180206649
door	3	442.92712489981204
Fixation_ant	2	446.0290610049851
loss	3	448.0453490046784
door	3	458.08990517584607
Fixation_ant	2	461.1901728287339
win	3	463.20675010280684
door	3	474.2668635006994
Fixation_ant	2	477.3673630738631
win	3	479.3842255868949
door	3	488.44419343490154
Fixation_ant	2	491.54445098759606
win	3	493.5609547835775
door	3	502.6207094877027
Fixation_ant	2	505.72139043780044
loss	3	507.73794372659177
door	3	518.782075077761
Fixation_ant	2	521.8807154218666
win	3	523.898494288791
door	3	534.959780016914
Fixation_ant	2	538.0611017667688
loss	3	540.077688743826
door	3	549.1258563739248
Fixation_ant	2	552.2209567688406
loss	3	554.2374908109196
door	3	564.2814544779249
Fixation_ant	2	567.380668822676
win	3	569.397080518771
door	3	579.4587010997348
Fixation_ant	2	582.5592369958758
loss	3	584.5756962257437
door	3	593.6177081717178
Fixation_ant	2	596.7195617635734
win	3	598.7354794088751
door	3	608.7950944919139
Fixation_ant	2	611.8967497469857
win	3	613.9131721989252
door	3	623.9728104346432
Fixation_ant	2	627.0716792489402
win	3	629.0903510497883
door	3	640.1505420426838
Fixation_ant	2	643.2518826448359
win	3	645.2684172578156
door	3	652.3283437108621
Fixation_ant	2	655.4276200029999
loss	3	657.4440864999779
door	3	666.487857916858
Fixation_ant	2	669.588092749007
loss	3	671.6046135048382
door	3	680.6486178259365
Fixation_ant	2	683.7460522176698
win	3	685.7636284655891
door	3	692.8237130190246
Fixation_ant	2	695.9229217530228
loss	3	697.9394525648095
door	3	706.9834409765899
Fixation_ant	2	710.0815460309386
loss	3	712.1001583798788
door	3	722.143244553823
Fixation_ant	2	725.2439977359027
loss	3	727.2594997975975
door	3	732.3049585679546
Fixation_ant	2	735.4011712577194
loss	3	737.4176329527982
door	3	746.4640252687968
Fixation_ant	2	749.5616493429989
win	3	751.5781841697171
door	3	761.6371878799982
Fixation_ant	2	764.73857011972
win	3	766.7549406276084
