TrialNumber,Trial,ISI,ITI,winlose,door_image_L,door_image_R,ran,order,decision_onset,resp,rt,resp_onset,resp_offset,trialDuration,pre_feedback_fix_onset,pre_feedback_fix_duration,arrow_onset,arrow_offset,ITIonset,ITIoffset,Date_Time
1,1,2,6,loss,obj (1).bmp,obj (61).bmp,1.0,0.0,4.01621,2.0,1.0466785,5.0628886,7.0337024,3.0178645,7.034265,2.0,9.048827,12.066373,12.066591,18.08494,2019-11-05 15:15:22.430697
2,2,2,4,win,obj (2).bmp,obj (62).bmp,1.0,1.0,18.09245,3.0,0.52962846,18.622076,21.110214,3.0180354,21.11065,2.0,23.12521,26.160368,26.160719,30.178673,2019-11-05 15:15:34.524186
3,3,4,2,loss,obj (3).bmp,obj (63).bmp,1.0,2.0,30.185696,999.0,999.0,999.0,33.28376,3.0983317,33.28419,2.0,35.301167,38.318428,38.318592,40.337147,2019-11-05 15:15:44.682509
4,4,4,6,loss,obj (4).bmp,obj (64).bmp,1.0,3.0,40.34382,3.0,0.5285304,40.872353,43.360546,3.0170033,43.360992,2.0,45.37442,48.39268,48.39285,54.411068,2019-11-05 15:15:58.756215
5,5,2,4,loss,obj (5).bmp,obj (65).bmp,1.0,4.0,54.4178,999.0,999.0,999.0,57.51745,3.0999105,57.517876,2.0,59.534275,62.552536,62.5527,66.570984,2019-11-05 15:16:10.915941
6,6,2,2,win,obj (6).bmp,obj (66).bmp,1.0,5.0,66.5777,999.0,999.0,999.0,69.676346,3.098916,69.67677,2.0,71.69334,74.72871,74.72906,76.74679,2019-11-05 15:16:21.091592
7,7,6,4,win,obj (7).bmp,obj (67).bmp,1.0,6.0,76.753555,999.0,999.0,999.0,79.85046,3.0971718,79.85089,2.0,81.867424,84.90244,84.902794,88.920555,2019-11-05 15:16:33.265195
8,8,2,4,loss,obj (8).bmp,obj (68).bmp,1.0,7.0,88.927284,999.0,999.0,999.0,92.0248,3.097783,92.02523,2.0,94.04174,97.06034,97.0605,101.078896,2019-11-05 15:16:45.423329
9,9,8,2,win,obj (9).bmp,obj (69).bmp,1.0,8.0,101.08597,999.0,999.0,999.0,104.18438,3.0986814,104.18482,2.0,106.20034,109.23655,109.236885,111.254265,2019-11-05 15:16:55.598638
10,10,2,4,win,obj (10).bmp,obj (70).bmp,1.0,9.0,111.26144,999.0,999.0,999.0,114.35799,3.0968323,114.35844,2.0,116.37499,119.410164,119.410515,123.428024,2019-11-05 15:17:07.772109
11,11,4,2,win,obj (11).bmp,obj (71).bmp,1.0,10.0,123.43503,999.0,999.0,999.0,126.533394,3.0986476,126.533844,2.0,128.54842,131.58568,131.58601,133.60333,2019-11-05 15:17:17.947262
