TrialNumber,Trial,ISI,ITI,winlose,door_image_L,door_image_R,ran,order,decision_onset,resp,rt,resp_onset,resp_offset,trialDuration,pre_feedback_fix_onset,pre_feedback_fix_duration,arrow_onset,arrow_offset,ITIonset,ITIoffset,Date_Time
12,12,6,4,loss,obj (12).bmp,obj (72).bmp,1.0,11.0,133.61014,999.0,999.0,999.0,136.70622,3.0963569,136.70667,2.0,138.72414,141.7414,141.74168,145.76027,2019-11-05 15:17:30.104014
13,13,2,4,win,obj (13).bmp,obj (73).bmp,1.0,12.0,145.76712,999.0,999.0,999.0,148.86559,3.098754,148.86606,2.0,150.8827,153.91791,153.91826,157.93594,2019-11-05 15:17:42.279489
14,14,2,2,loss,obj (14).bmp,obj (74).bmp,1.0,13.0,157.94269,999.0,999.0,999.0,161.04126,3.098856,161.0417,2.0,163.05817,166.07545,166.07562,168.09396,2019-11-05 15:17:52.437367
15,15,8,2,loss,obj (15).bmp,obj (75).bmp,1.0,14.0,168.10088,999.0,999.0,999.0,171.19867,3.0980682,171.19911,2.0,173.21455,176.23283,176.23311,178.25159,2019-11-05 15:18:02.594820
16,16,2,4,win,obj (16).bmp,obj (76).bmp,1.0,15.0,178.25835,999.0,999.0,999.0,181.35515,3.097072,181.35559,2.0,183.3715,186.40782,186.40817,190.42586,2019-11-05 15:18:14.769014
17,17,2,2,loss,obj (17).bmp,obj (77).bmp,1.0,16.0,190.43523,999.0,999.0,999.0,193.53078,3.0958111,193.5312,2.0,195.54767,198.56483,198.565,200.58478,2019-11-05 15:18:24.927680
18,18,4,4,win,obj (18).bmp,obj (78).bmp,1.0,17.0,200.59174,999.0,999.0,999.0,203.68797,3.096504,203.6884,2.0,205.70512,208.74008,208.74043,212.75839,2019-11-05 15:18:37.101098
19,19,2,2,win,obj (19).bmp,obj (79).bmp,1.0,18.0,212.76518,999.0,999.0,999.0,215.86249,3.0975773,215.86292,2.0,217.88046,220.91573,220.91608,222.93379,2019-11-05 15:18:47.276346
20,20,2,2,win,obj (20).bmp,obj (80).bmp,1.0,19.0,222.94054,999.0,999.0,999.0,226.03687,3.0965905,226.0373,2.0,228.05403,231.0897,231.09006,233.1072,2019-11-05 15:18:57.449596
21,21,2,2,win,obj (21).bmp,obj (81).bmp,1.0,20.0,233.11433,999.0,999.0,999.0,236.21132,3.0972562,236.21176,2.0,238.22618,241.26329,241.26364,243.28134,2019-11-05 15:19:07.623586
22,22,2,2,loss,obj (22).bmp,obj (82).bmp,1.0,21.0,243.2882,999.0,999.0,999.0,246.38506,3.0971427,246.38551,2.0,248.4019,251.41931,251.41948,253.43881,2019-11-05 15:19:17.780896
23,23,4,6,loss,obj (23).bmp,obj (83).bmp,1.0,22.0,253.44571,999.0,999.0,999.0,256.54214,3.096722,256.5426,2.0,258.55908,261.5773,261.57745,267.59576,2019-11-05 15:19:31.937657
24,24,4,6,win,obj (24).bmp,obj (84).bmp,1.0,23.0,267.6027,999.0,999.0,999.0,270.70282,3.1004086,270.70328,2.0,272.71893,275.75522,275.75558,281.77264,2019-11-05 15:19:46.114515
25,25,2,2,loss,obj (25).bmp,obj (85).bmp,1.0,24.0,281.7812,999.0,999.0,999.0,284.87927,3.0983531,284.87973,2.0,286.8962,289.9135,289.9137,291.9325,2019-11-05 15:19:56.273988
26,26,4,8,loss,obj (26).bmp,obj (86).bmp,1.0,25.0,291.9395,999.0,999.0,999.0,295.0366,3.0973513,295.03702,2.0,297.0534,300.0707,300.07086,308.09006,2019-11-05 15:20:12.431312
27,27,6,2,loss,obj (27).bmp,obj (87).bmp,1.0,26.0,308.097,999.0,999.0,999.0,311.1982,3.1014984,311.19864,2.0,313.2142,316.23248,316.23267,318.25122,2019-11-05 15:20:22.592347
28,28,6,2,loss,obj (28).bmp,obj (88).bmp,1.0,27.0,318.25812,999.0,999.0,999.0,321.355,3.0971608,321.35544,2.0,323.37085,326.38907,326.38925,328.40845,2019-11-05 15:20:32.749488
29,29,2,4,win,obj (29).bmp,obj (89).bmp,1.0,28.0,328.41562,999.0,999.0,999.0,331.5121,3.096725,331.5125,2.0,333.52866,336.56427,336.56464,340.58173,2019-11-05 15:20:44.922488
30,30,4,2,win,obj (30).bmp,obj (90).bmp,1.0,29.0,340.58862,999.0,999.0,999.0,343.68887,3.1005216,343.6893,2.0,345.70578,348.74097,348.7413,350.75867,2019-11-05 15:20:55.099253
31,31,6,2,loss,obj (31).bmp,obj (91).bmp,1.0,30.0,350.76825,999.0,999.0,999.0,353.86328,3.0952945,353.8637,2.0,355.87918,358.8987,358.89886,360.9158,2019-11-05 15:21:05.256253
32,32,2,7,win,obj (32).bmp,obj (92).bmp,1.0,31.0,360.92325,999.0,999.0,999.0,364.02057,3.097576,364.021,2.0,366.0377,369.0719,369.07227,376.09097,2019-11-05 15:21:20.431172
33,33,4,6,loss,obj (33).bmp,obj (93).bmp,1.0,32.0,376.09814,999.0,999.0,999.0,379.19797,3.1000993,379.1984,2.0,381.21487,384.2332,384.23337,390.25156,2019-11-05 15:21:34.591552
34,34,2,2,loss,obj (34).bmp,obj (94).bmp,1.0,33.0,390.25848,999.0,999.0,999.0,393.35815,3.09995,393.35858,2.0,395.37436,398.39258,398.39273,400.41104,2019-11-05 15:21:44.750873
35,35,6,2,loss,obj (35).bmp,obj (95).bmp,1.0,34.0,400.41904,999.0,999.0,999.0,403.5153,3.0965087,403.51572,2.0,405.53168,408.55,408.55014,410.5684,2019-11-05 15:21:54.908056
36,36,4,8,win,obj (36).bmp,obj (96).bmp,1.0,35.0,410.57623,999.0,999.0,999.0,413.6706,3.0946488,413.67108,2.0,415.6895,418.72375,418.72412,426.74277,2019-11-05 15:22:11.082186
37,37,3,8,win,obj (37).bmp,obj (97).bmp,1.0,36.0,426.7497,999.0,999.0,999.0,429.84906,3.099648,429.8495,2.0,431.86618,434.9023,434.9027,442.92017,2019-11-05 15:22:27.259354
38,38,6,7,loss,obj (38).bmp,obj (98).bmp,1.0,37.0,442.92712,999.0,999.0,999.0,446.02863,3.1017694,446.02905,2.0,448.04535,451.0635,451.06366,458.08298,2019-11-05 15:22:42.421915
39,39,2,8,win,obj (39).bmp,obj (99).bmp,1.0,38.0,458.0899,999.0,999.0,999.0,461.18973,3.100102,461.1902,2.0,463.20676,466.24094,466.2413,474.2598,2019-11-05 15:22:58.598489
40,40,2,6,win,obj (40).bmp,obj (100).bmp,1.0,39.0,474.26688,999.0,999.0,999.0,477.36673,3.100243,477.36737,2.0,479.38422,482.4185,482.41882,488.4368,2019-11-05 15:23:12.775274
41,41,2,6,win,obj (41).bmp,obj (101).bmp,1.0,40.0,488.44418,999.0,999.0,999.0,491.54404,3.100093,491.54446,2.0,493.56094,496.59525,496.5956,502.61377,2019-11-05 15:23:26.952033
42,42,4,8,loss,obj (42).bmp,obj (102).bmp,1.0,41.0,502.6207,999.0,999.0,999.0,505.72095,3.100516,505.7214,2.0,507.73795,510.75522,510.7554,518.77484,2019-11-05 15:23:43.112853
43,43,3,8,win,obj (43).bmp,obj (103).bmp,1.0,42.0,518.7821,999.0,999.0,999.0,521.88025,3.098479,521.88074,2.0,523.8985,526.9336,526.93396,534.9527,2019-11-05 15:23:59.290448
44,44,6,6,loss,obj (44).bmp,obj (104).bmp,1.0,43.0,534.9598,999.0,999.0,999.0,538.06067,3.101154,538.0611,2.0,540.0777,543.096,543.0962,549.1145,2019-11-05 15:24:13.452068
45,45,3,7,loss,obj (45).bmp,obj (105).bmp,1.0,44.0,549.12585,999.0,999.0,999.0,552.2205,3.094931,552.22095,2.0,554.2375,557.256,557.2561,564.2744,2019-11-05 15:24:28.611707
46,46,3,7,win,obj (46).bmp,obj (106).bmp,1.0,45.0,564.28143,999.0,999.0,999.0,567.38025,3.0990505,567.3807,2.0,569.3971,572.43317,572.43353,579.45074,2019-11-05 15:24:43.787819
47,47,6,6,loss,obj (47).bmp,obj (107).bmp,1.0,46.0,579.4587,999.0,999.0,999.0,582.5588,3.1003704,582.55927,2.0,584.5757,587.594,587.5942,593.6107,2019-11-05 15:24:57.947561
48,48,6,7,win,obj (48).bmp,obj (108).bmp,1.0,47.0,593.61774,999.0,999.0,999.0,596.7191,3.1016893,596.71954,2.0,598.7355,601.76953,601.76984,608.78754,2019-11-05 15:25:13.124132
49,49,5,7,win,obj (49).bmp,obj (109).bmp,1.0,48.0,608.7951,999.0,999.0,999.0,611.8963,3.1014915,611.8967,2.0,613.91315,616.94727,616.94763,623.96564,2019-11-05 15:25:28.302056
50,50,2,8,win,obj (50).bmp,obj (110).bmp,1.0,49.0,623.97284,999.0,999.0,999.0,627.0712,3.0987062,627.07166,2.0,629.09033,632.12384,632.1242,640.14325,2019-11-05 15:25:44.479426
51,51,4,4,win,obj (51).bmp,obj (111).bmp,1.0,50.0,640.1505,999.0,999.0,999.0,643.25146,3.1011736,643.2519,2.0,645.26843,648.3027,648.303,652.32135,2019-11-05 15:25:56.657284
52,52,3,6,loss,obj (52).bmp,obj (112).bmp,1.0,51.0,652.32837,999.0,999.0,999.0,655.4272,3.0991116,655.4276,2.0,657.4441,660.4624,660.4625,666.4807,2019-11-05 15:26:10.816453
53,53,6,6,loss,obj (53).bmp,obj (113).bmp,1.0,52.0,666.48785,999.0,999.0,999.0,669.5875,3.1000533,669.5881,2.0,671.6046,674.622,674.6222,680.6405,2019-11-05 15:26:24.976204
54,54,5,4,win,obj (54).bmp,obj (114).bmp,1.0,53.0,680.6486,999.0,999.0,999.0,683.7456,3.0972693,683.74603,2.0,685.7636,688.79877,688.79913,692.8165,2019-11-05 15:26:37.151842
55,55,5,6,loss,obj (55).bmp,obj (115).bmp,1.0,54.0,692.8237,999.0,999.0,999.0,695.9225,3.0990443,695.9229,2.0,697.93945,700.9577,700.9579,706.97626,2019-11-05 15:26:51.311354
56,56,5,7,loss,obj (56).bmp,obj (116).bmp,1.0,55.0,706.98346,999.0,999.0,999.0,710.0811,3.097942,710.08154,2.0,712.10016,715.1147,715.11487,722.13617,2019-11-05 15:27:06.471062
57,57,3,2,loss,obj (57).bmp,obj (117).bmp,1.0,56.0,722.14325,999.0,999.0,999.0,725.2436,3.1005912,725.244,2.0,727.2595,730.27783,730.278,732.2974,2019-11-05 15:27:16.632172
58,58,4,6,loss,obj (58).bmp,obj (118).bmp,1.0,57.0,732.30493,999.0,999.0,999.0,735.40076,3.096045,735.4012,2.0,737.4176,740.43494,740.43506,746.4545,2019-11-05 15:27:30.789030
59,59,4,7,win,obj (59).bmp,obj (119).bmp,1.0,58.0,746.46405,999.0,999.0,999.0,749.56085,3.097332,749.56165,2.0,751.5782,754.61145,754.61176,761.63007,2019-11-05 15:27:45.964317
60,60,4,8,win,obj (60).bmp,obj (120).bmp,1.0,59.0,761.6372,999.0,999.0,999.0,764.73816,3.101217,764.7386,2.0,766.75494,769.79004,769.79034,777.8069,2019-11-05 15:28:02.140950
