TrialNumber,nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option,ran,order,cue_Onset,endowment_onset,endowment_offset,ISI_onset,ISI_offset,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,3,21,8,4.5,0,7,1.0,0.0,4.992536,5.9916263,6.0082393,6.008512,10.525637,10.52589,3.0,1.4497055,11.975595,14.042425,3.5173807,14.043432,22.048342
2,2,2,19,3,4.5,1,4,1.0,1.0,23.042833,24.041761,24.05836,24.058594,28.574879,28.575039,2.0,1.3002992,29.875338,32.091377,3.5170228,32.092194,35.09627
3,3,1,23,1,3,7,4,1.0,2.0,36.093147,37.091904,37.108994,37.109272,40.125774,40.12594,2.0,1.5329577,41.658897,43.64295,3.5177119,43.643795,44.64787
4,4,2,15,1,4.5,1,5,1.0,3.0,45.642746,46.641674,46.65826,46.658493,51.175266,51.175434,2.0,0.94947773,52.124912,54.692417,3.5176754,54.69325,55.69752
5,5,1,19,8,1.5,1,9,1.0,4.0,56.69296,57.691444,57.708035,57.708263,59.225456,59.22562,3.0,1.8495908,61.07521,62.74243,3.5175147,62.743275,70.74742
6,6,2,25,5,1.5,2,8,1.0,5.0,71.74278,72.74178,72.75829,72.7585,74.2754,74.27556,2.0,1.2995894,75.57514,77.7924,3.5175352,77.79325,82.79836
7,7,2,23,1,3,4,1,1.0,6.0,83.79254,84.791275,84.808,84.80822,87.82535,87.82551,3.0,0.93302536,88.75853,91.34233,3.5175211,91.34316,92.34766
8,8,3,15,1,3,0,5,1.0,7.0,93.3422,94.34149,94.358215,94.358406,97.374695,97.37489,3.0,1.8501562,99.225044,100.89129,3.517094,100.89217,101.89624
9,9,2,25,5,3,8,11,1.0,8.0,102.892586,103.89137,103.90802,103.90844,106.92466,106.92482,2.0,1.8835804,108.8084,110.44225,3.5181367,110.4431,115.447685
10,10,1,23,3,4.5,7,4,1.0,9.0,116.44247,117.4414,117.45816,117.458405,121.97486,121.97502,2.0,1.4996167,123.47463,125.49239,3.5180647,125.49323,128.49782
11,11,3,15,1,1.5,1,0,1.0,10.0,129.49245,130.49153,130.50809,130.50827,132.02518,132.02538,3.0,2.1663442,134.19171,135.54242,3.5178306,135.54335,136.54797
12,12,2,19,5,1.5,9,6,1.0,11.0,137.54259,138.54137,138.55809,138.55833,140.07466,140.07483,3.0,1.5835449,141.65837,143.59138,3.517259,143.59222,148.59584
13,13,2,17,3,1.5,5,1,1.0,12.0,149.5921,150.59108,150.6079,150.60812,152.12509,152.12526,3.0,1.3160653,153.44133,155.64243,3.5179064,155.64333,158.64784
14,14,1,23,3,1.5,4,10,1.0,13.0,159.64232,160.64102,160.6579,160.65811,162.17511,162.17528,3.0,1.1493436,163.32462,165.6921,3.5175102,165.69293,168.69778
15,15,3,19,1,3,1,0,1.0,14.0,169.69188,170.69125,170.70842,170.70865,173.72458,173.72478,3.0,1.3664058,175.09119,177.24242,3.5183606,177.24329,178.24858
16,16,1,17,1,1.5,8,1,1.0,15.0,179.24228,180.24097,180.25778,180.25835,181.77504,181.7752,2.0,1.6831362,183.45834,185.29242,3.5179179,185.29327,186.29765
17,17,3,23,5,1.5,0,4,1.0,16.0,187.29218,188.29083,188.30763,188.3078,189.82405,189.82425,2.0,1.7506775,191.57492,193.34143,3.517892,193.34229,198.34695
18,18,3,19,1,1.5,0,4,1.0,17.0,199.3421,200.34096,200.35768,200.35788,201.87491,201.8751,2.0,2.5992773,204.4744,205.39243,3.5180297,205.3933,206.39734
19,19,3,23,5,1.5,10,0,1.0,18.0,207.39214,208.39102,208.40752,208.40768,209.92432,209.92451,2.0,1.8669116,211.79143,213.4414,3.5175996,213.44226,218.44757
20,20,1,23,1,1.5,1,7,1.0,19.0,219.44196,220.44093,220.45775,220.458,221.97446,221.97462,3.0,1.5501722,223.5248,225.49083,3.516894,225.49167,226.49644
21,21,3,23,3,4.5,0,4,1.0,20.0,227.49171,228.49077,228.50752,228.50769,233.02446,233.02466,2.0,1.7332236,234.75789,236.54092,3.5169437,236.54175,239.54549
22,22,2,17,3,1.5,3,8,1.0,21.0,240.54198,241.54076,241.55728,241.55751,243.07364,243.0738,2.0,1.3338495,244.40765,246.5909,3.5177727,246.59172,249.5958
23,23,3,19,1,3,4,0,1.0,22.0,250.59187,251.59091,251.60747,251.60764,254.62408,254.62427,3.0,2.3002186,256.9245,258.14142,3.5178332,258.14227,259.14743
24,24,1,17,3,1.5,3,5,1.0,23.0,260.14163,261.14075,261.15756,261.1578,262.67468,262.67484,3.0,2.9998488,265.6747,266.19168,3.5175214,266.1925,269.19687
25,25,2,25,1,3,8,11,1.0,24.0,270.1919,271.19055,271.20728,271.2075,274.22388,274.22403,2.0,2.4170856,276.6411,277.74063,3.5173206,277.74152,278.74536
26,26,3,21,1,3,1,0,1.0,25.0,279.74158,280.74084,280.75754,280.75772,283.77405,283.77423,3.0,0.883492,284.65775,287.2911,3.5175848,287.292,288.29733
27,27,3,17,1,1.5,0,5,1.0,26.0,289.2918,290.2906,290.30722,290.3074,291.82455,291.82477,2.0,2.3495018,294.17426,295.3424,3.5183551,295.34326,296.3474
28,28,2,21,3,3,4,1,1.0,27.0,297.3417,298.3404,298.35706,298.35727,301.37454,301.3747,3.0,1.466313,302.841,304.89154,3.5175202,304.89236,307.89624
29,29,1,15,1,1.5,5,7,1.0,28.0,308.89175,309.8905,309.90707,309.9073,311.42374,311.4239,3.0,0.91711515,312.341,314.94037,3.5171466,314.9412,315.94525
30,30,2,15,3,1.5,3,7,1.0,29.0,316.94162,317.94037,317.95724,317.95746,319.47354,319.4737,2.0,1.9837617,321.45746,322.991,3.517992,322.99185,325.99716
31,31,1,19,3,1.5,1,4,1.0,30.0,326.99164,327.99045,328.00754,328.00775,329.5244,329.5246,3.0,1.5162246,331.0408,333.0414,3.51751,333.04227,336.0465
32,32,1,21,8,1.5,9,4,1.0,31.0,337.04132,338.04037,338.0573,338.05756,339.5734,339.57358,2.0,1.4171762,340.99075,343.09018,3.517308,343.09103,351.09506
33,33,1,23,1,3,10,4,1.0,32.0,352.09186,353.09058,353.10724,353.10748,356.12433,356.1245,2.0,1.4175998,357.5421,359.63983,3.5159924,359.64066,360.64508
34,34,3,15,1,1.5,7,0,1.0,33.0,361.64127,362.64038,362.6575,362.65768,364.17374,364.17395,2.0,2.2501104,366.42404,367.69046,3.5172963,367.69138,368.695
35,35,1,15,1,4.5,7,5,1.0,34.0,369.69128,370.69125,370.70767,370.70792,375.2252,375.22537,2.0,2.4485812,377.67395,378.74225,3.5175655,378.7431,379.74698
36,36,2,17,1,1.5,1,8,1.0,35.0,380.74127,381.74033,381.7573,381.75754,383.2736,383.27374,2.0,2.5501416,385.82388,386.79013,3.5170994,386.791,387.79517
