C:\Users\tuj55142\Documents\GitHub\istart\Mock_Scan\Social\USE THIS COPY\EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1.edat2
ExperimentName	Subject	Session	AmtWon	Clock.Information	DataFile.Basename	Display.RefreshRate	EasyKey	ExperimentVersion	Group	HardKey	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	Amount	Choice	Completed	Decision.RT	Practice	Practice.Cycle	Practice.Sample	Probability	Procedure	Running	TapSpeed	Trials	Trials.Cycle	Trials.Sample	Winnings
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	30	5.93	0	1	1109				50	Lose	Trials	0.1928	26	1	26	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	31	4.36	0	1	997				88	Win	Trials	0.1983333	27	1	27	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	32	6.56	0	1	1228				50	Lose	Trials	0.2039	28	1	28	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	33	3.10	0	1	1203				50	Win	Trials	0.1994333	29	1	29	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	34	2.48	0	1	1073				12	Lose	Trials	0.2072333	30	1	30	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	35	5.30	0	1	1074				50	Lose	Trials	0.2094333	31	1	31	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	36	5.93	1	0	1145				88	Win	Trials	0.2257849	32	1	32	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	37	5.62	0	1	947				50	Lose	Trials	0.1944333	33	1	33	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	38	2.16	0	1	2121				88	Win	Trials	0.2027667	34	1	34	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	39	6.24	0	1	1366				12	Lose	Trials	0.2088667	35	1	35	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	40	6.56	0	1	1226				12	Lose	Trials	0.2105333	36	1	36	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	41	6.56	1	0	1489				88	Win	Trials	0.2307363	37	1	37	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	42	3.73	0	1	1534				88	Win	Trials	0.22	38	1	38	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	43	6.24	0	1	1534				50	Win	Trials	0.1972333	39	1	39	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	44	2.79	0	1	1761				88	Lose	Trials	0.1944333	40	1	40	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	45	4.99	0	1	1062				12	Lose	Trials	0.2155667	41	1	41	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	46	4.67	0	1	1141				12	Lose	Trials	0.2027667	42	1	42	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	47	2.16	0	1	1201				50	Win	Trials	0.2028	43	1	43	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	48	3.42	0	1	1178				50	Lose	Trials	0.1944333	44	1	44	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	49	2.79	0	1	1471				12	Win	Trials	0.2177667	45	1	45	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	50	4.99	1	0	1140				88	Win	Trials	0.2257849	46	1	46	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	51	4.05	0	1	1183				88	Win	Trials	0.1928	47	1	47	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	52	5.93	0	1	981				12	Lose	Trials	0.1933333	48	1	48	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	53	6.87	0	1	1187				88	Win	Trials	0.1833333	49	1	49	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	54	3.42	0	1	788				12	Lose	Trials	0.195	50	1	50	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	55	2.79	0	1	1584				50	Win	Trials	0.2	51	1	51	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	56	4.52	0	1	1246				12	Lose	Trials	0.1961	52	1	52	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	57	6.09	1	0	1558				88	Lose	Trials	0.212101	53	1	53	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1242	1	7	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25758728466667</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:23:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1242-1	60.011	7	1.0.0.76	1	9	1810291565	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:23:08 PM	10:23:08	2.0.10.252	58	6.72	0	1	1408				50	Lose	Trials	0.1878	54	1	54	0
