LotisLeft,Lot_per,Lot_mon,Lot_color,Sure_mon,dist,response,RT
0,50,13,blue,5,Narrow,['j'],2.6474643000401556
1,60,13,blue,5,Narrow,['f'],1.9276697000022978
0,50,13,blue,5,Narrow,['j'],2.130661200033501
0,50,13,blue,5,Narrow,['j'],1.6925393999554217
0,70,13,blue,5,Narrow,['j'],1.642572599928826
1,50,13,blue,5,Narrow,['f'],1.782007799949497
1,70,13,blue,5,Narrow,['f'],1.437720799818635
0,50,13,blue,5,Narrow,['j'],2.4658353000413626
1,40,13,blue,5,Narrow,['j'],2.150500499876216
0,50,13,blue,5,Narrow,['j'],2.5863548000343144
1,30,13,blue,5,Narrow,['j'],1.3356091000605375
1,60,13,blue,5,Narrow,['f'],1.7451624998357147
1,40,13,blue,5,Narrow,['j'],1.843046500114724
1,50,13,blue,5,Narrow,['f'],1.9278670998755842
0,40,13,blue,5,Narrow,['f'],0.9199213001411408
0,60,13,blue,5,Narrow,['j'],1.2830274000298232
1,40,13,blue,5,Narrow,['j'],1.0259716999717057
0,30,13,blue,5,Narrow,['f'],0.8504335999023169
1,50,13,blue,5,Narrow,['f'],2.87958289985545
0,60,13,blue,5,Narrow,['j'],1.2317976001650095
0,90,13,green,5,Skew,['j'],1.5920222999993712
1,70,13,green,5,Skew,['f'],1.2715412001125515
1,80,13,green,5,Skew,['f'],0.9540085999760777
0,70,13,green,5,Skew,['j'],1.3443407998420298
0,80,13,green,5,Skew,['j'],1.0005347998812795
1,100,13,green,5,Skew,['f'],1.3082294000778347
1,80,13,green,5,Skew,['f'],0.871593999909237
0,80,13,green,5,Skew,['j'],1.0503527000546455
0,80,13,green,5,Skew,['j'],0.8499857999850065
1,80,13,green,5,Skew,['f'],0.8055982999503613
1,80,13,green,5,Skew,['f'],0.8178200998809189
0,100,13,green,5,Skew,['j'],0.8405343999620527
0,60,13,green,5,Skew,['j'],2.0782333000097424
0,90,13,green,5,Skew,['j'],0.9244252999778837
1,90,13,green,5,Skew,['f'],0.9463613000698388
1,70,13,green,5,Skew,['f'],1.3547271999996156
0,60,13,green,5,Skew,['j'],3.512477200012654
1,80,13,green,5,Skew,['f'],1.079339899821207
1,90,13,green,5,Skew,['f'],0.7029907999094576
0,70,13,green,5,Skew,['j'],1.4379576998762786
1,0,13,red,5,wide,['j'],1.8982945999596268
1,100,13,red,5,wide,['f'],1.095675699878484
1,80,13,red,5,wide,['f'],0.8351686000823975
0,10,13,red,5,wide,['f'],1.4142614998854697
1,90,13,red,5,wide,['f'],0.9382780999876559
1,20,13,red,5,wide,['j'],0.9089078998658806
1,90,13,red,5,wide,['f'],0.8808862001169473
0,10,13,red,5,wide,['f'],0.7177203998435289
1,90,13,red,5,wide,['f'],0.8536177999339998
1,0,13,red,5,wide,['j'],1.1324152001179755
1,90,13,red,5,wide,['f'],0.6903800000436604
0,100,13,red,5,wide,['j'],0.8202193998731673
0,10,13,red,5,wide,['f'],0.7789282999001443
0,100,13,red,5,wide,['j'],1.0281412000767887
0,0,13,red,5,wide,['f'],0.7036053000483662
0,10,13,red,5,wide,['f'],0.8612705999985337
1,100,13,red,5,wide,['f'],0.8973926999606192
0,20,13,red,5,wide,['f'],0.8270397998858243
0,0,13,red,5,wide,['f'],0.7505467000883073
0,80,13,red,5,wide,['j'],1.0869970000348985
