TrialNumber,nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option,ran,order,cue_Onset,endowment_onset,endowment_offset,ISI_onset,ISI_offset,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,2,15,1,1.5,1,5,1.0,0.0,4.0058064,5.0098534,6.0211644,6.02138,7.5252056,7.5253925,3.0,1.8719225,9.397315,11.041861,3.5172145,11.042778,12.048123
2,2,2,19,5,1.5,4,1,1.0,1.0,12.04934,13.053589,14.06285,14.063019,15.566999,15.567172,2.0,0.9682544,16.535427,19.083588,3.5170376,19.08435,24.087143
3,3,1,25,1,4.5,2,5,1.0,2.0,24.088785,25.093483,26.101809,26.101936,30.606058,30.606203,3.0,1.1067286,31.71293,34.12402,3.5184278,34.12477,35.128345
4,4,3,17,1,4.5,3,0,1.0,3.0,35.129704,36.132915,37.14316,37.143227,41.646492,41.646652,2.0,0.8566393,42.503292,45.16382,3.517812,45.16459,46.16912
5,5,2,21,1,1.5,1,7,1.0,4.0,46.170387,47.174446,48.180748,48.18091,49.684757,49.684948,2.0,1.0913166,50.776264,53.201916,3.5175793,53.202652,54.20724
6,6,2,21,8,1.5,1,9,1.0,5.0,54.20851,55.213676,56.218452,56.218613,57.723305,57.723434,2.0,1.5940505,59.317482,61.239758,3.5169961,61.24057,69.245316
7,7,3,23,1,3,10,0,1.0,6.0,69.24674,70.251816,71.25939,71.25948,74.2645,74.26468,--,--,--,--,--,--,--
8,8,3,19,1,3,0,4,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,9,3,25,5,3,8,0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,10,3,25,1,1.5,8,0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
11,11,1,17,8,1.5,3,1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
12,12,3,19,5,3,0,9,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
13,13,2,19,3,1.5,4,6,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
14,14,1,25,5,3,11,8,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
15,15,2,19,5,3,9,6,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
16,16,3,15,3,3,0,7,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,17,3,21,1,1.5,7,0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
18,18,1,19,1,3,1,9,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
19,19,3,19,8,1.5,0,6,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
20,20,2,23,1,4.5,7,10,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
21,21,1,21,3,1.5,7,4,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
22,22,2,23,1,1.5,10,4,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
23,23,1,17,3,4.5,3,8,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
24,24,1,19,1,1.5,9,1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
25,25,1,23,3,1.5,10,1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
26,26,2,17,3,3,8,3,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
27,27,3,17,1,1.5,5,0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
28,28,3,15,3,1.5,1,0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
29,29,1,17,1,1.5,1,8,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
30,30,1,25,1,1.5,8,2,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
31,31,2,19,1,4.5,6,9,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
32,32,1,17,1,3,5,1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
33,33,2,17,3,1.5,3,8,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
34,34,2,19,3,1.5,9,4,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
35,35,3,25,1,1.5,8,0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
36,36,1,15,3,4.5,5,3,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
