TrialNumber,Trial,ISI,ITI,winlose,face_image_L,face_image_R,ran,order,decision_onset,resp,rt,resp_onset,resp_offset,trialDuration,pre_feedback_fix_onset,pre_feedback_fix_duration,arrow_onset,arrow_offset,ITIonset,ITIoffset,Date_Time
26,26,0.6,5.3,loss,M63.jpg,M115.jpg,1.0,25.0,202.64485,999.0,999.0,999.0,205.67784,3.0335014,205.67854,0.6,206.28278,207.28723,207.28748,212.59215,2019-11-26 14:38:23.727035
27,27,0.6,3.2,win,M73.jpg,M81.jpg,1.0,26.0,212.64095,999.0,999.0,999.0,215.6764,3.0358644,215.67694,0.6,216.28215,217.29164,217.29192,220.50456,2019-11-26 14:38:31.639276
28,28,0.6,1.1,loss,F09.jpg,F105.jpg,1.0,27.0,220.56113,999.0,999.0,999.0,223.59311,3.0323782,223.59364,0.6,224.19922,225.20416,225.20439,226.31006,2019-11-26 14:38:37.444924
29,29,0.6,3.2,win,F117.jpg,F37.jpg,1.0,28.0,226.37253,999.0,999.0,999.0,229.40848,3.036298,229.40897,0.6,230.01396,231.02362,231.0239,234.24232,2019-11-26 14:38:45.377222
30,30,0.6,1.1,loss,F19.jpg,F77.jpg,1.0,29.0,234.30482,999.0,999.0,999.0,237.33734,3.0328934,237.33786,0.6,237.94238,238.94719,238.9474,240.05301,2019-11-26 14:38:51.187876
31,31,0.6,1.1,loss,M45.jpg,M105.jpg,1.0,30.0,240.0935,999.0,999.0,999.0,243.12741,3.0342748,243.12791,0.6,243.73354,244.7386,244.73885,245.84406,2019-11-26 14:38:56.978900
32,32,0.6,1.1,loss,M01.jpg,M119.jpg,1.0,31.0,245.89328,999.0,999.0,999.0,248.9276,3.034699,248.92812,0.6,249.53241,250.53703,250.53737,251.64313,2019-11-26 14:39:02.777876
33,33,0.6,5.3,win,M53.jpg,M75.jpg,1.0,32.0,251.69171,999.0,999.0,999.0,254.72571,3.0343847,254.72624,0.6,255.33151,256.3406,256.34085,261.65454,2019-11-26 14:39:12.789399
34,34,0.6,1.1,loss,F21.jpg,F97.jpg,1.0,33.0,261.72058,999.0,999.0,999.0,264.75467,3.0344667,264.7552,0.6,265.36032,266.3653,266.36554,267.4715,2019-11-26 14:39:18.606365
35,35,0.6,3.2,loss,F65.jpg,F23.jpg,1.0,34.0,267.53152,999.0,999.0,999.0,270.5659,3.0347433,270.5664,0.6,271.17175,272.1771,272.1773,275.38162,2019-11-26 14:39:26.517230
36,36,0.6,5.3,win,F93.jpg,F03.jpg,1.0,35.0,275.44882,999.0,999.0,999.0,278.48465,3.036188,278.48514,0.6,279.09064,280.10062,280.10086,285.41898,2019-11-26 14:39:36.553672
37,37,0.6,5.3,loss,M103.jpg,M55.jpg,1.0,36.0,285.4597,999.0,999.0,999.0,288.49466,3.0353417,288.49518,0.6,289.10004,290.10547,290.10568,295.41138,2019-11-26 14:39:46.546067
38,38,0.6,1.1,win,F49.jpg,F113.jpg,1.0,37.0,295.47235,999.0,999.0,999.0,298.50626,3.034259,298.50677,0.6,299.11154,300.12094,300.12122,301.23746,2019-11-26 14:39:52.373048
39,39,0.6,1.1,loss,F91.jpg,F99.jpg,1.0,38.0,301.30017,999.0,999.0,999.0,304.33517,3.0353897,304.3357,0.6,304.94135,305.94635,305.9466,307.05215,2019-11-26 14:39:58.187035
40,40,0.6,5.3,loss,M107.jpg,M11.jpg,1.0,39.0,307.1003,999.0,999.0,999.0,310.13382,3.0338778,310.13434,0.6,310.73993,311.7444,311.7446,317.0491,2019-11-26 14:40:08.183837
41,41,0.6,1.1,loss,M93.jpg,M47.jpg,1.0,40.0,317.09802,999.0,999.0,999.0,320.13263,3.034962,320.13315,0.6,320.73816,321.74356,321.74393,322.84906,2019-11-26 14:40:13.983923
42,42,0.6,3.2,loss,F51.jpg,F01.jpg,1.0,41.0,322.9051,999.0,999.0,999.0,325.94034,3.0356667,325.9409,0.6,326.54648,327.551,327.55124,330.7563,2019-11-26 14:40:21.891020
43,43,0.6,7.4,win,F69.jpg,F85.jpg,1.0,42.0,330.8163,999.0,999.0,999.0,333.85092,3.0352266,333.85175,0.6,334.45734,335.46643,335.46664,342.88937,2019-11-26 14:40:34.024051
44,44,0.6,1.1,loss,F101.jpg,F17.jpg,1.0,43.0,342.94742,999.0,999.0,999.0,345.98257,3.0355206,345.98306,0.6,346.5882,347.59335,347.5936,348.69925,2019-11-26 14:40:39.833958
45,45,0.6,1.1,win,M61.jpg,M41.jpg,1.0,44.0,348.74258,999.0,999.0,999.0,351.77505,3.0328405,351.7756,0.6,352.38016,353.38962,353.38983,354.50958,2019-11-26 14:40:45.644291
46,46,0.6,1.1,loss,M69.jpg,M37.jpg,1.0,45.0,354.54828,999.0,999.0,999.0,357.5814,3.0334747,357.5819,0.6,358.18683,359.19116,359.19138,360.2968,2019-11-26 14:40:51.431502
47,47,0.6,3.2,loss,M51.jpg,M85.jpg,1.0,46.0,360.3403,999.0,999.0,999.0,363.37317,3.0332663,363.37372,0.6,363.97852,364.9835,364.98373,368.18863,2019-11-26 14:40:59.323380
48,48,0.6,5.3,loss,F109.jpg,F75.jpg,1.0,47.0,368.2442,999.0,999.0,999.0,371.27728,3.0334623,371.2778,0.6,371.88293,372.8878,372.88803,378.1926,2019-11-26 14:41:09.327341
49,49,0.6,5.3,loss,F103.jpg,F27.jpg,1.0,48.0,378.25787,999.0,999.0,999.0,381.29202,3.0345001,381.2925,0.6,381.89822,382.90298,382.9032,388.2075,2019-11-26 14:41:19.342155
50,50,0.6,5.3,loss,M49.jpg,M07.jpg,1.0,49.0,388.25858,999.0,999.0,999.0,391.29126,3.0330546,391.29178,0.6,391.89664,392.90137,392.90158,398.20615,2019-11-26 14:41:29.340876
51,51,0.6,3.2,win,F119.jpg,F79.jpg,1.0,50.0,398.26147,999.0,999.0,999.0,401.29587,3.0347328,401.29636,0.6,401.90176,402.9106,402.91092,406.13086,2019-11-26 14:41:37.265752
52,52,0.6,1.1,win,F53.jpg,F67.jpg,1.0,51.0,406.19122,999.0,999.0,999.0,409.22406,3.0332286,409.22458,0.6,409.82913,410.83847,410.8387,411.96194,2019-11-26 14:41:43.096810
53,53,0.6,3.2,loss,F95.jpg,F81.jpg,1.0,52.0,412.0184,999.0,999.0,999.0,415.05194,3.0339315,415.05246,0.6,415.65765,416.6631,416.6633,419.86765,2019-11-26 14:41:51.002513
54,54,0.6,3.2,win,M05.jpg,M89.jpg,1.0,53.0,419.92697,999.0,999.0,999.0,422.95987,3.033261,422.9604,0.6,423.56485,424.5743,424.57455,427.78394,2019-11-26 14:41:58.918647
55,55,0.6,1.1,win,F29.jpg,F107.jpg,1.0,54.0,427.84027,999.0,999.0,999.0,430.87354,3.033626,430.87402,0.6,431.4792,432.4881,432.4884,433.6115,2019-11-26 14:42:04.746210
56,56,0.6,1.1,win,F43.jpg,F33.jpg,1.0,55.0,433.67603,999.0,999.0,999.0,436.71024,3.0345795,436.71075,0.6,437.31488,438.32394,438.32422,439.4396,2019-11-26 14:42:10.574369
57,57,0.6,1.1,win,F25.jpg,F111.jpg,1.0,56.0,439.49207,999.0,999.0,999.0,442.52524,3.033547,442.52576,0.6,443.13074,444.1406,444.14087,445.25192,2019-11-26 14:42:16.386674
58,58,0.6,5.3,win,M23.jpg,M15.jpg,1.0,57.0,445.30457,999.0,999.0,999.0,448.33878,3.0346024,448.3393,0.6,448.94513,449.9551,449.95544,455.277,2019-11-26 14:42:26.411710
59,59,0.6,5.3,win,M43.jpg,M99.jpg,1.0,58.0,455.32767,999.0,999.0,999.0,458.3619,3.0346053,458.36243,0.6,458.96732,459.9763,459.97656,465.28757,2019-11-26 14:42:36.422378
60,60,0.6,5.3,loss,M57.jpg,M79.jpg,1.0,59.0,465.33078,999.0,999.0,999.0,468.36456,3.034163,468.36508,0.6,468.96985,469.97427,469.97452,475.28006,2019-11-26 14:42:46.414741
