TrialNumber,nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option,ran,order,cue_Onset,endowment_onset,endowment_offset,ISI_onset,ISI_offset,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,1,19,1,3,1,4,1.0,0.0,4.9984684,5.9972453,6.0138187,6.01408,9.030744,9.030945,3.0,1.4000537,10.430999,12.547205,3.51704,12.548152,13.552521
2,2,1,19,1,1.5,1,9,1.0,1.0,14.548201,15.547265,15.563857,15.564079,17.08151,17.081676,3.0,1.3160728,18.397749,20.598515,3.5175412,20.599358,21.604012
3,3,3,17,3,3,0,5,1.0,2.0,22.598267,23.597227,23.613943,23.614115,26.631493,26.631681,2.0,2.0491457,28.680828,30.148241,3.5172372,30.149067,33.15363
4,4,3,19,1,1.5,6,0,1.0,3.0,34.148098,35.14745,35.16399,35.164165,36.680557,36.68076,3.0,1.6497488,38.33051,40.198425,3.5183682,40.19927,41.20444
5,5,2,17,5,4.5,8,3,1.0,4.0,42.198074,43.197186,43.213932,43.214157,47.73066,47.730816,3.0,2.3332577,50.06407,51.247326,3.5171812,51.248127,56.252377
6,6,3,17,5,3,0,8,1.0,5.0,57.248035,58.247135,58.26394,58.264114,61.280487,61.28068,3.0,2.750122,64.0308,64.79693,3.5169418,64.79775,69.80209
7,7,1,25,3,1.5,8,5,1.0,6.0,70.79805,71.79725,71.81375,71.81398,73.33031,73.33047,2.0,1.2834058,74.61388,76.84729,3.5175476,76.848206,79.85286
8,8,3,17,3,1.5,8,0,1.0,7.0,80.84808,81.846954,81.8638,81.86398,83.38026,83.380455,999.0,999.0,999.0,86.39707,3.5337067,86.914345,89.918655
9,9,1,23,1,4.5,4,10,1.0,8.0,90.9145,91.91338,91.93029,91.93051,96.447,96.44716,3.0,1.5001504,97.94731,99.96376,3.5172856,99.96458,100.96914
10,10,3,19,3,3,0,1,1.0,9.0,101.964554,102.96353,102.98034,102.980515,105.99718,105.997375,2.0,1.3830886,107.38046,109.51392,3.5172236,109.51473,112.51914
11,11,2,25,1,4.5,2,11,1.0,10.0,113.51443,114.51344,114.53017,114.53039,119.04697,119.04712,2.0,1.1500409,120.19716,122.56414,3.517703,122.56496,123.5701
12,12,3,25,1,1.5,0,8,1.0,11.0,124.56435,125.563385,125.58027,125.58045,127.096954,127.097145,2.0,2.0167525,129.11389,130.61449,3.5180216,130.6153,131.61981
13,13,2,23,8,4.5,4,1,1.0,12.0,132.6142,133.61334,133.63033,133.63054,138.147,138.14716,3.0,1.1665334,139.31369,141.66504,3.518564,141.66585,149.671
14,14,2,25,1,1.5,2,11,1.0,13.0,150.66449,151.66367,151.68004,151.68025,153.19696,153.19713,2.0,0.99986625,154.19699,156.71448,3.5180397,156.71532,157.71994
15,15,1,17,1,1.5,5,3,1.0,14.0,158.71408,159.71301,159.73003,159.73026,161.24644,161.2466,2.0,1.5836802,162.83028,164.76358,3.517656,164.76439,165.76888
16,16,2,17,1,1.5,3,5,1.0,15.0,166.76443,167.76317,167.77992,167.78018,169.29692,169.29709,2.0,1.7499201,171.04701,172.81416,3.5177472,172.81497,173.81927
17,17,1,25,3,1.5,2,8,1.0,16.0,174.8141,175.81313,175.8299,175.83012,177.34691,177.34706,3.0,1.8329405,179.18001,180.86444,3.5180268,180.86522,183.87088
18,18,2,25,3,1.5,11,5,1.0,17.0,184.86409,185.86314,185.87982,185.88005,187.39687,187.39703,3.0,1.1661358,188.56316,190.9141,3.5177302,190.91489,193.91953
19,19,3,21,1,1.5,0,9,1.0,18.0,194.91396,195.91306,195.92978,195.92993,197.44656,197.44678,3.0,2.566815,200.01358,200.9639,3.517801,200.9647,201.96898
20,20,3,19,1,3,9,0,1.0,19.0,202.96417,203.96321,203.98003,203.98021,206.99597,206.99617,2.0,2.0178776,209.01405,210.51291,3.517462,210.51378,211.51825
21,21,2,15,5,3,5,7,1.0,20.0,212.51399,213.51308,213.52972,213.52994,216.54698,216.54715,2.0,0.99944425,217.54659,220.06412,3.5176492,220.06493,225.06921
22,22,3,15,1,4.5,3,0,1.0,21.0,226.06407,227.06326,227.07973,227.0799,231.59695,231.59715,999.0,999.0,999.0,234.61313,3.5329206,235.13026,236.1347
23,23,2,23,1,1.5,10,7,1.0,22.0,237.13058,238.1297,238.14642,238.14665,239.6632,239.66336,3.0,1.3833153,241.04668,243.18082,3.5184252,243.18195,244.18666
24,24,2,21,1,1.5,7,1,1.0,23.0,245.18085,246.17978,246.19643,246.19664,247.7131,247.71327,3.0,0.8667167,248.57999,251.23036,3.5177689,251.23117,252.23564
25,25,2,15,5,3,1,5,1.0,24.0,253.23044,254.22966,254.24643,254.24661,257.2632,257.26337,2.0,1.4833307,258.7467,260.7801,3.5174031,260.7809,265.78543
26,26,2,21,8,1.5,7,9,1.0,25.0,266.7806,267.7797,267.79626,267.79648,269.31335,269.31354,2.0,2.1329103,271.44644,272.83096,3.5181363,272.83182,280.83636
27,27,3,21,3,1.5,0,1,1.0,26.0,281.8304,282.82968,282.84634,282.84653,284.3628,284.363,2.0,1.6002907,285.9633,287.87952,3.5172253,287.8804,290.88467
28,28,1,21,5,3,7,9,1.0,27.0,291.8805,292.8797,292.89618,292.8964,295.91345,295.9136,3.0,1.4994617,297.41306,299.43124,3.5182996,299.43204,304.43637
29,29,1,19,1,1.5,4,9,1.0,28.0,305.43063,306.4294,306.446,306.44623,307.96277,307.96292,3.0,1.166518,309.12946,311.48062,3.5183797,311.48145,312.48602
30,30,2,25,1,4.5,11,2,1.0,29.0,313.48035,314.47934,314.4962,314.4964,319.01285,319.01303,3.0,1.2834795,320.2965,322.52982,3.5174644,322.53064,323.53525
31,31,3,17,1,1.5,0,3,1.0,30.0,324.5303,325.52933,325.546,325.54617,327.06277,327.063,2.0,1.316637,328.3796,330.58002,3.5177023,330.5808,331.5853
32,32,3,25,8,3,2,0,1.0,31.0,332.5803,333.57928,333.59604,333.59622,336.6127,336.61288,3.0,1.5167991,338.1297,340.13,3.517804,340.13083,348.13525
33,33,1,17,3,3,8,1,1.0,32.0,349.13025,350.1292,350.14587,350.1461,353.16257,353.16272,2.0,1.4336419,354.59634,356.6796,3.5175464,356.6804,359.68475
34,34,1,25,3,1.5,5,11,1.0,33.0,360.68048,361.6796,361.69583,361.69604,363.21246,363.21262,3.0,1.2666391,364.47925,366.7298,3.517859,366.73062,369.73526
35,35,1,21,1,1.5,9,7,1.0,34.0,370.7304,371.72928,371.7459,371.7461,373.26242,373.26257,2.0,1.4172698,374.67984,376.77893,3.5171003,376.77982,377.78424
36,36,1,25,3,1.5,8,5,1.0,35.0,378.78015,379.77917,379.79587,379.79608,381.31213,381.3123,2.0,2.1170673,383.42935,384.82794,3.5163465,384.82877,387.8331
