Trial,Endowment,Choice
7,25,5
9,21,9
13,15,7
16,21,9
19,21,4
21,21,9
25,15,7
27,23,10
30,21,9
31,23,7
32,15,5
36,25,11
1,25,5
9,23,4
13,15,5
15,25,2
16,21,7
19,21,4
20,21,1
22,19,4
31,19,4
33,25,2
34,15,1
