Trial,Endowment,Choice
1,15,7
5,17,5
6,25,11
7,15,3
14,25,8
17,17,5
19,15,5
21,19,9
28,19,6
30,17,8
36,25,11
2,17,1
3,19,1
8,15,1
16,15,1
18,19,4
21,19,1
25,17,1
27,23,1
29,15,5
30,25,2
31,19,1
34,25,5
