Trial,Endowment,Choice
2,21,1
9,17,5
13,23,10
14,23,10
15,25,8
16,19,9
19,21,9
20,25,11
23,19,6
24,25,11
30,17,8
35,21,7
4,25,5
7,23,7
8,21,4
9,17,1
16,21,1
21,21,4
24,23,1
25,19,6
26,17,3
27,19,4
31,21,1
35,17,3
