Trial,Endowment,Choice
2,17,8
3,15,5
7,15,5
10,19,9
13,23,7
16,25,8
20,17,3
23,23,4
27,21,9
32,15,7
33,25,11
36,19,4
1,21,7
4,17,1
6,21,7
15,19,4
19,15,1
20,19,6
22,19,1
23,25,2
31,15,5
33,21,1
34,23,1
35,23,1
