Trial,Endowment,Choice
1,17,5
2,15,7
4,15,7
7,15,1
8,17,3
9,25,8
13,17,5
20,19,9
26,21,7
27,25,5
30,19,6
31,15,7
11,19,4
12,25,2
13,25,8
16,15,3
18,25,5
19,21,7
22,19,4
27,15,3
28,19,1
29,19,1
31,23,1
32,17,1
