Trial,Endowment,Choice
1,17,1
2,25,11
5,15,7
6,17,5
13,17,8
14,15,1
19,25,2
22,19,6
25,19,6
30,19,9
32,21,1
34,23,10
3,25,2
4,21,4
9,15,3
13,19,4
15,25,5
17,19,6
22,15,3
25,17,5
29,19,4
32,21,4
34,23,7
36,17,1
