Trial,Endowment,Choice
7,17,8
12,15,7
13,17,8
15,17,8
17,17,3
18,17,8
22,21,9
23,17,8
25,19,6
30,15,5
33,25,11
35,15,7
7,17,5
8,23,4
9,25,8
14,15,1
16,17,3
18,15,3
20,23,7
28,17,3
30,17,1
32,25,2
33,17,1
35,25,2
