Trial,Endowment,Choice
3,23,1
6,15,7
9,19,9
15,15,3
17,15,7
18,19,9
19,19,1
20,17,8
21,21,7
24,15,5
27,15,5
30,19,9
6,19,9
9,15,3
13,19,4
14,21,4
15,17,1
19,17,3
20,23,4
21,19,4
22,25,8
27,19,4
31,23,10
35,17,5
