Trial,Endowment,Choice
2,19,1
13,21,4
15,17,1
20,23,1
22,15,3
23,19,1
28,17,3
2,19,1
13,21,4
15,17,1
20,23,1
21,25,8
22,15,3
23,19,1
28,17,3
