Trial,Endowment,Choice
1,23,4
5,21,9
9,17,1
10,15,5
12,25,5
22,17,8
23,25,11
26,15,3
33,21,9
34,23,10
35,17,5
36,21,7
1,21,4
2,17,3
5,25,5
8,19,1
11,21,1
16,19,1
18,23,1
21,17,1
28,19,4
29,21,1
30,17,3
34,23,1
