Trial,Endowment,Choice
6,15,5
9,15,7
12,19,6
16,17,1
19,25,11
20,15,7
23,21,7
25,21,9
27,23,10
31,21,9
33,25,5
2,25,2
5,19,4
6,23,4
13,19,4
16,19,4
21,21,7
23,15,3
26,19,1
27,17,1
28,25,2
30,17,1
34,25,11
