Trial,Endowment,Choice
4,19,1
7,19,9
15,23,7
16,15,1
19,21,1
20,23,1
22,19,6
26,23,1
28,21,1
29,23,1
33,25,2
35,17,1
3,23,4
9,21,4
11,15,1
12,21,1
13,23,10
14,19,9
21,23,4
22,19,9
23,19,6
25,25,5
27,17,5
35,25,5
