Trial,Endowment,Choice
3,23,4
7,25,8
10,17,1
12,15,3
16,23,10
21,25,11
23,15,7
25,25,8
28,19,9
31,17,5
35,21,9
2,25,11
6,25,8
8,17,1
11,21,4
15,23,7
19,21,1
20,23,7
21,19,4
22,15,3
24,17,3
32,17,1
33,21,7
