Trial,Endowment,Choice
3,23,1
9,17,3
13,23,1
17,15,3
18,17,3
19,21,1
24,17,1
26,21,1
28,21,9
32,21,7
33,15,3
34,23,1
2,23,4
7,21,7
9,17,3
10,15,7
14,21,7
18,15,5
20,21,7
25,19,6
29,23,4
30,15,5
32,17,8
33,21,4
