Trial,Endowment,Choice
2,23,10
5,15,7
7,17,3
8,21,7
10,25,11
17,21,9
20,23,7
22,25,5
26,21,7
27,15,5
32,21,9
33,25,11
1,15,1
3,21,1
5,17,5
7,23,7
12,21,4
14,17,3
16,23,4
19,25,2
20,25,2
22,21,1
32,21,4
35,15,3
