Trial,Endowment,Choice
1,25,11
3,15,7
6,21,7
9,25,11
10,19,9
12,25,5
13,15,7
17,21,7
18,17,5
22,25,8
25,25,5
34,23,10
1,23,4
5,25,2
8,19,6
9,21,4
17,15,1
18,25,2
21,19,1
23,25,2
31,17,3
35,23,1
36,19,6
