Trial,Endowment,Choice
3,17,1
4,25,11
5,23,10
7,23,10
8,21,9
14,25,11
15,19,6
19,15,3
21,23,10
23,21,9
26,21,9
27,19,9
3,25,8
6,23,7
8,23,1
10,17,3
14,25,2
18,17,1
24,17,1
29,21,4
31,19,1
32,21,4
33,19,1
35,21,4
