Trial,Endowment,Choice
4,5,4
6,0,6
8,4,8
12,6,1
13,0,3
15,5,15
16,1,16
17,9,3
18,5,1
22,5,1
24,1,24
25,9,2
26,8,2
29,11,1
30,1,1
33,0,33
34,3,3
36,0,36
