Trial,Endowment,Choice
1,25,5
3,23,10
8,17,8
12,25,8
14,19,6
24,19,9
25,23,7
26,17,8
30,19,9
33,23,7
34,15,5
35,15,7
1,25,2
3,23,4
8,17,1
12,25,2
14,19,4
24,19,6
25,23,1
26,17,3
30,19,1
33,23,1
34,15,1
35,15,3
