Trial,Endowment,Choice
4,15,5
6,15,1
15,21,9
18,19,9
20,23,7
23,25,11
25,19,1
27,19,1
30,21,9
35,21,4
2,19,6
6,23,1
8,19,4
9,19,1
10,19,1
13,15,7
17,15,3
18,15,5
26,17,8
29,21,1
34,17,3
