Trial,Endowment,Choice
1,23,1
9,25,8
15,17,8
17,23,7
19,25,8
21,25,11
24,15,7
25,17,5
26,23,7
29,17,8
2,15,5
5,25,8
16,23,4
17,25,11
24,23,7
28,19,6
32,23,10
