Trial,Endowment,Choice
2,23,1
3,17,1
10,19,4
11,21,4
12,17,1
16,17,8
21,19,4
28,23,7
29,15,5
32,21,1
1,25,2
7,17,8
11,17,3
14,21,9
16,21,1
22,21,4
24,23,4
30,17,5
31,15,7
36,21,7
