Trial,Endowment,Choice
1,15,7
3,23,10
5,19,9
7,17,5
10,23,10
13,15,5
21,17,8
26,15,3
27,15,3
28,15,5
31,25,8
34,25,2
3,25,2
8,17,1
12,25,5
20,15,3
22,17,3
26,15,1
27,23,1
28,25,5
32,23,1
34,25,5
36,25,8
