Trial,Endowment,Choice
7,15,3
12,15,1
15,21,7
20,23,1
27,21,1
32,21,1
35,23,1
4,21,1
11,19,1
14,17,1
19,17,5
23,21,4
24,17,5
35,23,1
36,19,4
