Trial,Endowment,Choice
4,23,7
5,19,6
12,21,9
14,17,5
25,25,5
34,25,5
36,15,5
4,21,4
5,19,9
7,23,7
15,25,11
18,23,4
22,19,6
23,17,5
33,17,5
