Trial,Endowment,Choice
5,15,7
6,17,8
9,25,8
13,17,8
16,17,5
20,25,8
24,17,5
28,15,3
29,23,7
31,25,11
33,23,4
34,19,9
1,15,1
4,17,5
7,23,1
8,17,3
9,15,1
14,23,4
15,17,1
17,21,1
19,15,3
25,17,3
30,17,8
35,21,4
