Trial,Endowment,Choice
2,15,7
3,23,7
6,23,4
8,17,5
9,17,5
19,17,3
20,19,6
22,17,5
25,25,11
26,19,1
30,17,5
35,25,2
4,21,9
5,15,5
8,23,1
20,25,2
22,17,3
23,21,4
26,17,3
27,23,4
32,25,8
33,17,3
35,17,1
36,17,3
