Trial,Endowment,Choice
1,25,5
4,25,11
7,17,8
9,21,7
11,19,9
21,17,5
30,17,1
32,17,8
36,23,10
2,25,5
7,25,8
12,21,7
18,25,5
19,19,4
21,19,4
22,23,7
25,23,4
26,25,11
28,25,11
32,19,6
