Trial,Endowment,Choice
8,25,11
9,17,1
10,21,9
15,23,7
16,21,4
17,17,3
22,19,9
24,23,10
27,19,4
30,25,8
34,21,7
35,25,5
3,25,2
6,21,4
12,25,2
14,19,1
18,19,4
24,19,4
27,25,2
30,19,6
31,15,3
32,25,2
33,25,5
35,21,1
