Trial,Endowment,Choice
8,25,11
9,25,8
11,15,5
14,17,5
18,23,10
19,19,4
21,25,11
22,17,8
24,21,9
25,17,8
27,19,6
31,15,7
3,23,4
5,17,1
7,17,1
9,21,1
10,23,1
16,17,5
17,15,3
20,23,1
22,19,4
26,19,6
27,25,5
34,17,1
