Trial,Endowment,Choice
1,23,7
3,25,11
4,23,7
9,23,4
10,25,8
12,17,8
15,21,9
20,15,7
22,15,3
30,15,5
31,25,8
34,17,8
1,19,1
3,25,8
12,19,1
13,19,4
14,19,1
17,23,1
18,17,5
20,17,1
23,23,4
25,23,4
30,15,1
