Trial,Endowment,Choice
1,23,10
3,17,5
7,15,3
9,15,5
10,25,11
13,21,4
17,23,10
19,23,10
22,19,4
27,23,1
30,23,1
33,17,1
6,21,1
7,17,1
9,25,5
10,25,2
11,25,5
12,17,5
15,21,1
16,17,3
20,15,3
32,21,9
33,19,1
35,23,7
