Trial,Endowment,Choice
4,25,8
10,15,3
14,15,5
18,15,3
22,23,7
23,17,8
26,21,4
27,23,10
30,21,7
32,21,1
4,23,10
5,17,5
11,23,4
15,19,6
27,23,10
35,25,2
