Trial,Endowment,Choice
3,21,9
11,21,4
12,21,9
14,21,7
15,19,4
18,17,5
21,23,10
22,21,7
23,21,9
3,21,9
10,17,8
23,21,9
27,17,8
29,17,8
32,25,11
33,19,6
36,25,11
