Trial,Endowment,Choice
1,21,4
3,21,1
7,17,1
8,21,1
9,15,1
11,21,9
24,23,10
28,19,1
29,19,4
33,19,1
34,23,1
35,23,7
2,19,6
7,19,9
9,17,3
10,19,6
14,17,3
16,25,5
21,25,11
22,23,10
23,21,9
31,15,5
33,21,9
34,15,5
