Trial,Endowment,Choice
6,25,8
10,21,7
13,17,8
14,15,3
18,19,9
19,23,10
21,21,7
24,19,6
25,17,5
31,17,8
35,17,3
36,19,9
1,17,1
5,25,2
12,15,7
13,23,7
14,19,4
15,25,5
16,19,1
17,23,4
23,17,3
27,23,10
32,17,3
33,21,4
