Trial,Endowment,Choice
2,23,10
6,19,4
7,19,9
9,15,3
10,19,9
13,21,4
16,17,5
17,19,9
21,19,4
30,17,8
31,17,8
35,15,5
1,23,1
6,23,1
8,25,8
9,19,4
16,23,1
19,19,4
24,25,5
27,17,1
29,19,1
30,15,3
31,19,4
36,19,1
