Trial,Endowment,Choice
1,21,4
6,23,7
9,25,2
13,23,10
16,23,4
17,23,1
24,21,9
29,19,1
31,19,6
33,23,1
34,19,4
36,23,7
1,19,1
11,23,4
16,23,10
17,19,9
19,23,1
20,23,7
22,21,7
25,21,4
26,25,2
27,23,4
28,23,7
36,21,1
