TrialNumber,nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option,ran,order,cue_Onset,endowment_onset,endowment_offset,ISI_onset,ISI_offset,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,3,25,1,1.5,0,5,1.0,0.0,4.007757,5.0137215,6.0257254,6.0257816,7.5312433,7.53143,999.0,999.0,999.0,10.532917,3.5187285,11.050375,12.055693
2,2,3,15,1,1.5,0,1,1.0,1.0,12.057066,13.06316,14.071566,14.071625,15.577129,15.577281,999.0,999.0,999.0,18.588844,3.5285769,19.106022,20.11136
3,3,1,19,1,3,1,9,1.0,2.0,20.112707,21.118504,22.127987,22.12811,25.133474,25.133598,999.0,999.0,999.0,28.145763,3.5289562,28.662712,29.668137
4,4,3,15,1,1.5,0,3,1.0,3.0,29.66948,30.67533,31.68342,31.68348,33.188797,33.18895,2.0,1.811454,35.000404,36.70614,3.5177884,36.706867,37.712086
5,5,2,23,1,1.5,10,4,1.0,4.0,37.71335,38.719322,39.727314,39.727467,41.233128,41.233253,2.0,2.090454,43.323708,44.750504,3.517816,44.7512,45.756496
6,6,3,19,1,1.5,0,9,1.0,5.0,45.757877,46.763588,47.771854,47.771915,49.277546,49.2777,3.0,2.268129,51.545826,52.794193,3.517097,52.79492,53.800255
7,7,1,19,1,4.5,6,4,1.0,6.0,53.801666,54.807606,55.816093,55.816216,60.32178,60.32191,2.0,1.5977907,61.9197,63.839443,3.518133,63.840176,64.845436
8,8,3,21,1,1.5,0,9,1.0,7.0,64.84673,65.852554,66.86109,66.86115,68.36733,68.36749,--,--,--,--,--,--,--
9,9,1,21,1,1.5,9,7,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,10,3,19,1,1.5,9,0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
11,11,2,17,5,3,1,3,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
12,12,2,19,5,1.5,1,6,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
13,13,1,17,1,3,3,8,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
14,14,3,15,3,3,0,5,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
15,15,1,25,8,4.5,2,11,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
16,16,2,15,3,4.5,5,1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
17,17,3,17,5,4.5,5,0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
18,18,2,19,1,1.5,4,1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
19,19,2,25,1,1.5,5,8,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
20,20,2,19,1,1.5,6,9,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
21,21,3,21,1,1.5,4,0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
22,22,1,21,8,4.5,7,4,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
23,23,1,15,1,1.5,5,1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
24,24,3,21,1,3,0,7,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
25,25,1,23,5,1.5,10,4,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
26,26,3,21,3,3,0,7,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
27,27,1,23,3,1.5,7,4,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
28,28,1,17,1,3,5,1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
29,29,1,21,3,1.5,9,1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
30,30,2,23,3,3,10,4,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
31,31,2,19,3,3,4,9,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
32,32,1,15,8,1.5,3,5,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
33,33,2,21,3,1.5,9,1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
34,34,2,23,3,4.5,4,1,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
35,35,3,15,5,3,1,0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
36,36,2,23,3,1.5,1,7,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--
