TrialNumber,nTrial,Block,Endowment,ITI,ISI,L_Option,R_Option,ran,order,cue_Onset,endowment_onset,endowment_offset,ISI_onset,ISI_offset,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,3,25,1,1.5,0,5,1.0,0.0,4.9977703,5.997095,6.0138135,6.014191,7.5300384,7.5302687,2.0,2.1333575,9.663627,11.047095,3.5176206,11.048065,12.052167
2,2,3,15,1,1.5,0,1,1.0,1.0,13.047846,14.046803,14.063281,14.063513,15.580006,15.5802,2.0,1.9502028,17.530403,19.096777,3.5172513,19.097597,20.101818
3,3,1,19,1,3,1,9,1.0,2.0,21.097845,22.096783,22.113253,22.11355,25.129896,25.130054,3.0,2.483556,27.61361,28.646261,3.5168898,28.647078,29.65116
4,4,3,15,1,1.5,0,3,1.0,3.0,30.647726,31.646616,31.663233,31.663492,33.179993,33.180183,2.0,1.9834039,35.16359,36.697056,3.5175483,36.69787,37.70246
5,5,2,23,1,1.5,10,4,1.0,4.0,38.697617,39.696648,39.713223,39.713505,41.230133,41.23029,2.0,1.0166751,42.246964,44.747326,3.5177083,44.748135,45.752384
6,6,3,19,1,1.5,0,9,1.0,5.0,46.747757,47.746593,47.76326,47.763508,49.27988,49.280075,3.0,1.3001392,50.58021,52.7964,3.5169878,52.797195,53.801395
7,7,1,19,1,4.5,6,4,1.0,6.0,54.79769,55.796516,55.813164,55.81345,60.330368,60.330524,2.0,1.3163213,61.646847,63.847103,3.5172613,63.847923,64.85202
8,8,3,21,1,1.5,0,9,1.0,7.0,65.84756,66.846535,66.8631,66.86335,68.37988,68.380066,3.0,2.266842,70.64691,71.89706,3.5176513,71.89785,72.90229
9,9,1,21,1,1.5,9,7,1.0,8.0,73.897644,74.89656,74.91306,74.91336,76.42973,76.42989,2.0,1.3171741,77.74706,79.94598,3.5167716,79.94679,80.951035
10,10,3,19,1,1.5,9,0,1.0,9.0,81.94743,82.94648,82.96304,82.96329,84.47972,84.47991,2.0,1.9168416,86.39675,87.997116,3.517881,87.997925,89.00226
11,11,2,17,5,3,1,3,1.0,10.0,89.99759,90.996544,91.01296,91.01359,94.03023,94.03038,3.0,1.3496468,95.38003,97.547516,3.5178032,97.54832,102.552376
12,12,2,19,5,1.5,1,6,1.0,11.0,103.54739,104.54649,104.5631,104.5634,106.07962,106.07977,3.0,1.1503038,107.23007,109.59639,3.5173042,109.59723,114.60145
13,13,1,17,1,3,3,8,1.0,12.0,115.597305,116.59633,116.61292,116.613235,119.62965,119.62981,3.0,1.1334599,120.76327,123.14664,3.5175102,123.14745,124.151726
14,14,3,15,3,3,0,5,1.0,13.0,125.147224,126.146255,126.162895,126.16314,129.17969,129.17987,3.0,1.8999411,131.07982,132.69804,3.5188468,132.69887,135.70294
15,15,1,25,8,4.5,2,11,1.0,14.0,136.69731,137.69621,137.71292,137.71321,142.22963,142.2298,3.0,0.93336105,143.16315,145.74669,3.517574,145.7475,153.75156
16,16,2,15,3,4.5,5,1,1.0,15.0,154.74722,155.74615,155.76302,155.7636,160.2794,160.27956,2.0,1.1336668,161.41322,163.79657,3.5176837,163.79738,166.80147
17,17,3,17,5,4.5,5,0,1.0,16.0,167.79716,168.7962,168.81314,168.81337,173.32945,173.32964,2.0,1.6000633,174.9297,176.84622,3.517259,176.84703,181.8511
18,18,2,19,1,1.5,4,1,1.0,17.0,182.84709,183.84645,183.8628,183.86308,185.3799,185.38007,2.0,0.81651556,186.19658,188.89679,3.5173929,188.89758,189.90187
19,19,2,25,1,1.5,5,8,1.0,18.0,190.89713,191.89651,191.91277,191.91306,193.4295,193.42966,3.0,1.299955,194.72961,196.94699,3.5180085,196.94781,197.952
20,20,2,19,1,1.5,6,9,1.0,19.0,198.94719,199.94601,199.9626,199.96292,201.47928,201.47943,3.0,1.200338,202.67978,204.996,3.517233,204.99681,206.00102
21,21,3,21,1,1.5,4,0,1.0,20.0,206.99715,207.996,208.01273,208.01299,209.52925,209.52945,3.0,2.2339754,211.76343,213.04628,3.5175288,213.0471,214.05125
22,22,1,21,8,4.5,7,4,1.0,21.0,215.04704,216.04597,216.06252,216.06282,220.57924,220.57939,2.0,1.3001207,221.87952,224.09596,3.517232,224.09676,232.10089
23,23,1,15,1,1.5,5,1,1.0,22.0,233.09691,234.09598,234.11249,234.1128,235.6292,235.62935,2.0,1.2169105,236.84627,239.14645,3.5177855,239.14726,240.15147
24,24,3,21,1,3,0,7,1.0,23.0,241.14691,242.14594,242.16257,242.16281,245.17937,245.17957,3.0,2.1831698,247.36273,248.69594,3.5170574,248.69675,249.69989
25,25,1,23,5,1.5,10,4,1.0,24.0,250.69691,251.69588,251.71254,251.71284,253.22897,253.22913,2.0,0.81702876,254.04616,256.74554,3.517089,256.74634,261.7506
26,26,3,21,3,3,0,7,1.0,25.0,262.74677,263.74582,263.76242,263.76263,266.77896,266.77917,3.0,2.100393,268.87955,270.29596,3.5174756,270.29678,273.30087
27,27,1,23,3,1.5,7,4,1.0,26.0,274.29684,275.2959,275.31244,275.31274,276.82892,276.82907,2.0,1.1837748,278.01285,280.34595,3.5175502,280.34674,283.351
28,28,1,17,1,3,5,1,1.0,27.0,284.34683,285.3457,285.36227,285.36258,288.3791,288.37924,2.0,0.91700345,289.29623,291.89526,3.5167067,291.8961,292.90012
29,29,1,21,3,1.5,9,1,1.0,28.0,293.8968,294.89578,294.91235,294.91266,296.42896,296.4291,2.0,0.6669583,297.09604,299.94614,3.5177164,299.94696,302.9512
30,30,2,23,3,3,10,4,1.0,29.0,303.94653,304.9457,304.96237,304.96268,307.9788,307.97897,2.0,0.9335802,308.91254,311.49585,3.5175743,311.49667,314.50076
31,31,2,19,3,3,4,9,1.0,30.0,315.49658,316.49554,316.51227,316.5126,319.52896,319.5291,3.0,1.1334733,320.66257,323.04608,3.5176435,323.04688,326.05096
32,32,1,15,8,1.5,3,5,1.0,31.0,327.0466,328.04553,328.06207,328.06238,329.57883,329.57898,3.0,1.1335602,330.71252,333.09592,3.51761,333.0967,341.10132
33,33,2,21,3,1.5,9,1,1.0,32.0,342.0963,343.09546,343.11227,343.11255,344.6288,344.62897,2.0,1.0171493,345.64612,348.14505,3.51674,348.14584,351.15015
34,34,2,23,3,4.5,4,1,1.0,33.0,352.1464,353.14545,353.16202,353.16232,357.6792,357.67935,2.0,1.1330448,358.81238,361.19556,3.5169117,361.19638,364.2012
35,35,3,15,5,3,1,0,1.0,34.0,365.19635,366.19528,366.21207,366.2123,369.2289,369.2291,999.0,999.0,999.0,372.24545,3.5333223,372.7626,377.7668
36,36,2,23,3,1.5,1,7,1.0,35.0,378.763,379.76202,379.77856,379.77887,381.29617,381.29633,3.0,0.81592387,382.11224,384.81348,3.5178294,384.81427,387.81857
