Risk_per,Money,Color,Amb,RiskisLeft,response,RT,dist
20,13,blue,100,1,['f'],3.094925199984573,wide
30,13,blue,100,0,['j'],2.6929822999518365,wide
40,13,blue,100,0,['j'],1.2096237000077963,wide
50,13,blue,100,1,['f'],3.039950799953658,wide
60,13,blue,100,1,['f'],2.048894500010647,wide
70,13,blue,100,0,['j'],1.3437508000060916,wide
80,13,blue,100,0,['j'],1.0895148999989033,wide
90,13,blue,100,1,['f'],0.858511800004635,wide
20,13,blue,50,1,['j'],4.293799899984151,wide
30,13,blue,50,1,['j'],2.7671924000023864,wide
40,13,blue,50,1,['f'],4.081078999966849,wide
50,13,blue,50,0,['j'],2.2028797999955714,wide
60,13,blue,50,0,['j'],1.8378845999832265,wide
70,13,blue,50,1,['f'],1.4067081999965012,wide
80,13,blue,50,1,['f'],1.04766219999874,wide
90,13,blue,50,1,['f'],1.0548449999769218,wide
20,13,green,100,1,No_resp,4,narrow
30,13,green,100,1,['f'],1.9028194000129588,narrow
40,13,green,100,0,['f'],1.6262839999981225,narrow
50,13,green,100,1,['f'],1.6694815999944694,narrow
60,13,green,100,0,['f'],1.740815700031817,narrow
70,13,green,100,0,['j'],0.5177500999998301,narrow
80,13,green,100,0,['j'],0.9435354999732226,narrow
90,13,green,100,0,['j'],0.6406397999962792,narrow
20,13,green,50,0,['f'],1.435042099968996,narrow
30,13,green,50,0,['f'],3.079091600026004,narrow
40,13,green,50,0,['f'],1.339333500014618,narrow
50,13,green,50,1,['f'],0.766815300041344,narrow
60,13,green,50,1,['j'],1.17345750000095,narrow
70,13,green,50,0,['f'],0.5508306999690831,narrow
80,13,green,50,0,['f'],1.8982786999549717,narrow
90,13,green,50,1,['f'],0.982897799985949,narrow
20,13,red,100,1,['j'],0.7544114999473095,skew
30,13,red,100,1,['j'],0.8276316000265069,skew
40,13,red,100,1,['j'],0.4110524000134319,skew
50,13,red,100,0,['f'],1.40933519997634,skew
60,13,red,100,1,['j'],1.1034502999973483,skew
70,13,red,100,1,['j'],1.1190923000103794,skew
80,13,red,100,1,['f'],0.5390055000316352,skew
90,13,red,100,1,['f'],0.5227128000115044,skew
20,13,red,50,0,['f'],1.5334398000268266,skew
30,13,red,50,0,['f'],0.7176488999975845,skew
40,13,red,50,0,['f'],0.7792283000308089,skew
50,13,red,50,0,['f'],0.7307329999748617,skew
60,13,red,50,1,['j'],0.6887303999974392,skew
70,13,red,50,0,['j'],0.716435799957253,skew
80,13,red,50,0,['f'],1.4105143999913707,skew
90,13,red,50,0,['j'],0.5465533999959007,skew
20,13,yellow,100,0,['f'],3.854923599981703,True_unkown
30,13,yellow,100,1,['f'],2.320540599990636,True_unkown
40,13,yellow,100,0,['j'],1.4268749000038952,True_unkown
50,13,yellow,100,1,['f'],1.3353136999648996,True_unkown
60,13,yellow,100,1,['f'],0.480420799984131,True_unkown
70,13,yellow,100,0,['f'],0.43100139999296516,True_unkown
80,13,yellow,100,1,['j'],1.2112883999943733,True_unkown
90,13,yellow,100,1,['f'],0.4229170000180602,True_unkown
20,13,yellow,50,0,['f'],2.3767373000155203,True_unkown
30,13,yellow,50,1,['j'],1.3946338000241667,True_unkown
40,13,yellow,50,0,['f'],2.044298599998001,True_unkown
50,13,yellow,50,1,['f'],0.5324375999625772,True_unkown
60,13,yellow,50,0,['j'],0.9725602000253275,True_unkown
70,13,yellow,50,0,['j'],2.432577700004913,True_unkown
80,13,yellow,50,0,['j'],0.869502299989108,True_unkown
90,13,yellow,50,0,['j'],0.6198384999879636,True_unkown
