onset	duration	trial_type	response_time	Endowment
7.529422	2.233527	dec_ug-resp_accept	2.233527	21
7.529422	2.233527	dec_ug-resp_choice	2.233527	21
4.996837	2	cue_ug-prop	n/a	21
4.996837	2	cue_ug-prop_parametric	n/a	21
18.579374	2.083584	dec_ug-resp_reject	2.083584	17
18.579374	2.083584	dec_ug-resp_choice	2.083584	17
13.046952	2	cue_ug-prop	n/a	17
13.046952	2	cue_ug-prop_parametric	n/a	17
30.129180	1.650300	dec_ug-resp_reject	1.650300	17
30.129180	1.650300	dec_ug-resp_choice	1.650300	17
26.096941	2	cue_ug-prop	n/a	17
26.096941	2	cue_ug-prop_parametric	n/a	17
42.179230	1.366871	dec_ug-resp_accept	1.366871	25
42.179230	1.366871	dec_ug-resp_choice	1.366871	25
39.646957	2	cue_ug-prop	n/a	25
39.646957	2	cue_ug-prop_parametric	n/a	25
53.229250	2.183201	dec_ug-resp_reject	2.183201	25
53.229250	2.183201	dec_ug-resp_choice	2.183201	25
47.696750	2	cue_ug-prop	n/a	25
47.696750	2	cue_ug-prop_parametric	n/a	25
63.279434	1.166494	dec_ug-prop_more	1.166494	19
63.279434	1.166494	dec_ug-prop_choice	1.166494	19
60.746857	2	cue_dict	n/a	19
60.746857	2	cue_dict_parametric	n/a	19
76.829060	1.466696	dec_ug-prop_more	1.466696	21
76.829060	1.466696	dec_ug-prop_choice	1.466696	21
72.797630	2	cue_dict	n/a	21
72.797630	2	cue_dict_parametric	n/a	21
84.879700	2.233029	dec_ug-resp_reject	2.233029	21
84.879700	2.233029	dec_ug-resp_choice	2.233029	21
82.346720	2	cue_ug-prop	n/a	21
82.346720	2	cue_ug-prop_parametric	n/a	21
94.429170	1.682951	dec_dg-prop_less	1.682951	17
94.429170	1.682951	dec_dg-prop_choice	1.682951	17
90.396690	2	cue_ug-resp	n/a	17
90.396690	2	cue_ug-resp_parametric	n/a	17
104.479220	1.383315	dec_ug-prop_more	1.383315	15
104.479220	1.383315	dec_ug-prop_choice	1.383315	15
101.946800	2	cue_dict	n/a	15
101.946800	2	cue_dict_parametric	n/a	15
117.528854	1.233515	dec_ug-prop_more	1.233515	23
117.528854	1.233515	dec_ug-prop_choice	1.233515	23
111.996574	2	cue_dict	n/a	23
111.996574	2	cue_dict_parametric	n/a	23
127.578835	1.083588	dec_dg-prop_more	1.083588	15
127.578835	1.083588	dec_dg-prop_choice	1.083588	15
125.046320	2	cue_ug-resp	n/a	15
125.046320	2	cue_ug-resp_parametric	n/a	15
142.628830	2.050191	dec_dg-prop_more	2.050191	15
142.628830	2.050191	dec_dg-prop_choice	2.050191	15
140.096360	2	cue_ug-resp	n/a	15
140.096360	2	cue_ug-resp_parametric	n/a	15
150.678990	1.483571	dec_dg-prop_more	1.483571	21
150.678990	1.483571	dec_dg-prop_choice	1.483571	21
148.146300	2	cue_ug-resp	n/a	21
