LotisLeft,Lot_per,Lot_mon,Lot_color,Sure_mon,dist,response,RT
0,70,13,blue,5,Narrow,No_resp,10
0,50,13,blue,5,Narrow,['j'],0.4430479999864474
1,70,13,blue,5,Narrow,['f'],1.911471100000199
1,50,13,blue,5,Narrow,['j'],1.3774062999873422
0,60,13,blue,5,Narrow,['f'],1.3387449000147171
1,40,13,blue,5,Narrow,['j'],1.7482012000109535
1,40,13,blue,5,Narrow,['j'],1.0707597000000533
1,60,13,blue,5,Narrow,['f'],1.0256791999854613
0,50,13,blue,5,Narrow,['j'],0.9968676000135019
1,60,13,blue,5,Narrow,['f'],1.071328399993945
0,50,13,blue,5,Narrow,['f'],0.8820828000025358
1,30,13,blue,5,Narrow,['j'],1.188984700012952
0,30,13,blue,5,Narrow,['f'],1.0541618000133894
1,50,13,blue,5,Narrow,['j'],0.9343015999766067
1,60,13,blue,5,Narrow,['f'],0.9833995999942999
0,50,13,blue,5,Narrow,['f'],1.0240938999922946
0,40,13,blue,5,Narrow,['f'],0.8651971000072081
1,50,13,blue,5,Narrow,['j'],1.034548400028143
0,40,13,blue,5,Narrow,['f'],0.8427057999942917
0,50,13,blue,5,Narrow,['f'],0.8514093999983743
0,60,13,green,5,Skew,['j'],0.8432612000033259
1,80,13,green,5,Skew,['f'],0.8187507000111509
0,80,13,green,5,Skew,['j'],0.795105400000466
0,90,13,green,5,Skew,['j'],0.8275524000055157
0,80,13,green,5,Skew,['j'],0.6925407999951858
0,100,13,green,5,Skew,['j'],1.0126897000009194
1,90,13,green,5,Skew,['f'],1.0449718000018038
1,80,13,green,5,Skew,['f'],0.7339506999996956
1,70,13,green,5,Skew,['f'],0.976716100005433
0,80,13,green,5,Skew,['j'],1.113331999978982
1,90,13,green,5,Skew,['f'],0.5456628999963868
0,80,13,green,5,Skew,['j'],0.5469942000054289
1,80,13,green,5,Skew,['f'],0.6757224000175484
1,70,13,green,5,Skew,['f'],0.5312358000082895
0,100,13,green,5,Skew,['j'],0.5712555999925826
0,60,13,green,5,Skew,['j'],1.0444254000030924
1,90,13,green,5,Skew,['f'],0.693435799999861
1,70,13,green,5,Skew,['f'],1.1419337000115775
1,70,13,green,5,Skew,['f'],0.6301530000055209
0,80,13,green,5,Skew,['j'],0.6956766000075731
1,80,13,red,5,wide,['f'],1.5754050000105053
0,100,13,red,5,wide,['j'],1.0878880000091158
1,100,13,red,5,wide,['f'],0.6960423999989871
1,0,13,red,5,wide,['j'],1.4250662999984343
0,100,13,red,5,wide,['j'],1.178202799987048
0,20,13,red,5,wide,['f'],1.1303874000150245
1,90,13,red,5,wide,['f'],1.3742080999945756
0,10,13,red,5,wide,['f'],1.2169544999778736
0,20,13,red,5,wide,['f'],0.9071200000180397
0,80,13,red,5,wide,['j'],1.5579578999895602
1,0,13,red,5,wide,['j'],1.0721355999994557
1,0,13,red,5,wide,['j'],1.0181628000282217
1,90,13,red,5,wide,['f'],0.8442014000029303
0,0,13,red,5,wide,['f'],0.9096609000116587
0,10,13,red,5,wide,['f'],1.0464190000202507
0,100,13,red,5,wide,['j'],1.2708029999921564
1,10,13,red,5,wide,['j'],1.5513217999832705
0,90,13,red,5,wide,['j'],1.3141606000135653
1,90,13,red,5,wide,['f'],0.7698043000127655
1,10,13,red,5,wide,['j'],1.097657700011041
