Risk_per,Money,Color,Amb,RiskisLeft,response,RT,dist
20,13,red,100,0,No_resp,4,wide
30,13,red,100,1,['f'],2.553194500011159,wide
40,13,red,100,0,['j'],1.6898118999961298,wide
50,13,red,100,1,['f'],1.8556269999826327,wide
60,13,red,100,1,['f'],0.9067003999953158,wide
70,13,red,100,1,['f'],0.8844421999820042,wide
80,13,red,100,1,['f'],0.6452296999923419,wide
90,13,red,100,1,['f'],0.6478540999814868,wide
20,13,red,50,1,['j'],1.993181999976514,wide
30,13,red,50,1,['j'],2.631179699994391,wide
40,13,red,50,0,['j'],2.715715199999977,wide
50,13,red,50,0,['j'],0.9637126000015996,wide
60,13,red,50,1,['f'],0.4888513999758288,wide
70,13,red,50,1,['f'],0.6171468999818899,wide
80,13,red,50,0,['j'],0.9803244999784511,wide
90,13,red,50,0,['j'],0.5931198000034783,wide
20,13,blue,100,0,['f'],3.1844976999855135,narrow
30,13,blue,100,0,['f'],1.8836535000009462,narrow
40,13,blue,100,1,['f'],2.907120500021847,narrow
50,13,blue,100,1,['f'],2.5105407999944873,narrow
60,13,blue,100,1,['f'],0.7705749000015203,narrow
70,13,blue,100,0,['j'],0.7476107999973465,narrow
80,13,blue,100,0,['j'],0.48093549997429363,narrow
90,13,blue,100,1,['f'],0.5774961999850348,narrow
20,13,blue,50,1,['j'],2.8139497000083793,narrow
30,13,blue,50,1,['j'],1.2431837000185624,narrow
40,13,blue,50,1,['j'],0.9773903999885079,narrow
50,13,blue,50,1,['j'],0.3866894999810029,narrow
60,13,blue,50,0,['j'],0.714536900020903,narrow
70,13,blue,50,0,['j'],0.5964261000044644,narrow
80,13,blue,50,1,['f'],0.5843163999961689,narrow
90,13,blue,50,1,['f'],0.4334975999954622,narrow
20,13,green,100,1,['j'],2.056127899995772,skew
30,13,green,100,1,['j'],0.6625631999922916,skew
40,13,green,100,1,['j'],0.5264088000112679,skew
50,13,green,100,0,['f'],0.6456762999878265,skew
60,13,green,100,1,['j'],0.33713949998491444,skew
70,13,green,100,1,['f'],0.5562752999830991,skew
80,13,green,100,0,['j'],0.3886556999932509,skew
90,13,green,100,0,['j'],0.6701031000120565,skew
20,13,green,50,1,['j'],2.7084973999881186,skew
30,13,green,50,1,['j'],0.9570555000100285,skew
40,13,green,50,0,['f'],1.358350700000301,skew
50,13,green,50,1,['f'],1.8490342000150122,skew
60,13,green,50,0,['f'],2.177499799989164,skew
70,13,green,50,1,['f'],0.4698303999903146,skew
80,13,green,50,0,['j'],0.6122589000151493,skew
90,13,green,50,0,['j'],0.5915478999959305,skew
20,13,yellow,100,0,['f'],3.0073902000149246,True_unkown
30,13,yellow,100,0,['f'],2.6548812000255566,True_unkown
40,13,yellow,100,0,['j'],1.1483807000040542,True_unkown
50,13,yellow,100,0,['j'],0.591355200012913,True_unkown
60,13,yellow,100,1,['f'],0.47771589999319986,True_unkown
70,13,yellow,100,0,['j'],0.49367399999755435,True_unkown
80,13,yellow,100,1,['f'],0.5487939000013284,True_unkown
90,13,yellow,100,0,['j'],0.5826407000131439,True_unkown
20,13,yellow,50,1,['f'],0.46034200000576675,True_unkown
30,13,yellow,50,1,['f'],1.303417699993588,True_unkown
40,13,yellow,50,0,['f'],2.9841367000190075,True_unkown
50,13,yellow,50,0,['j'],0.6540287000243552,True_unkown
60,13,yellow,50,1,['f'],0.4250811999954749,True_unkown
70,13,yellow,50,0,['j'],0.6570368999964558,True_unkown
80,13,yellow,50,0,['j'],0.41385370001080446,True_unkown
90,13,yellow,50,0,['j'],0.4454793999902904,True_unkown
