C:\Users\tuj55142\Documents\GitHub\istart\Mock_Scan\Social\USE THIS COPY\EEfRTTextCuesV2_Win1_v2_815_Social_052521-3143-1.edat2
ExperimentName	Subject	Session	AmtWon	Clock.Information	DataFile.Basename	Display.RefreshRate	EasyFinger	EasyKey	ExperimentVersion	Group	HardFinger	HardKey	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	Amount	Choice	Completed	Decision.RT	Practice	Practice.Cycle	Practice.Sample	Probability	Procedure	Running	TapSpeed	Trials	Trials.Cycle	Trials.Sample	Winnings
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3143	1	11.49	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">4363062417419</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3143-1	60.009	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	-623583486	Professional	2.0.10.356	2.0.10.356	08-25-2021	8/25/2021 7:31:07 PM	15:31:07	2.0.10.252	1					1	1	1		WinPractice	Practice					
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3143	1	11.49	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">4363062417419</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3143-1	60.009	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	-623583486	Professional	2.0.10.356	2.0.10.356	08-25-2021	8/25/2021 7:31:07 PM	15:31:07	2.0.10.252	2					2	1	2		LosePractice	Practice					
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3143	1	11.49	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">4363062417419</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3143-1	60.009	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	-623583486	Professional	2.0.10.356	2.0.10.356	08-25-2021	8/25/2021 7:31:07 PM	15:31:07	2.0.10.252	3					3	1	3		LosePractice	Practice					
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3143	1	11.49	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">4363062417419</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3143-1	60.009	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	-623583486	Professional	2.0.10.356	2.0.10.356	08-25-2021	8/25/2021 7:31:07 PM	15:31:07	2.0.10.252	4					4	1	4		WinPractice	Practice					
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3143	1	11.49	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">4363062417419</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3143-1	60.009	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	-623583486	Professional	2.0.10.356	2.0.10.356	08-25-2021	8/25/2021 7:31:07 PM	15:31:07	2.0.10.252	5	5.30	1	0	2853				12	Lose	Trials	0.2187292	1	1	1	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3143	1	11.49	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">4363062417419</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3143-1	60.009	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	-623583486	Professional	2.0.10.356	2.0.10.356	08-25-2021	8/25/2021 7:31:07 PM	15:31:07	2.0.10.252	6	2.48	0	1	4851				50	Lose	Trials	0.1666667	2	1	2	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3143	1	11.49	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">4363062417419</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3143-1	60.009	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	-623583486	Professional	2.0.10.356	2.0.10.356	08-25-2021	8/25/2021 7:31:07 PM	15:31:07	2.0.10.252	7	4.99	0	1	2095				50	Lose	Trials	0.1772333	3	1	3	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3143	1	11.49	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">4363062417419</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3143-1	60.009	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	-623583486	Professional	2.0.10.356	2.0.10.356	08-25-2021	8/25/2021 7:31:07 PM	15:31:07	2.0.10.252	8	5.62	1	0	1340				88	Win	Trials	0.2257742	4	1	4	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3143	1	11.49	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">4363062417419</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3143-1	60.009	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	-623583486	Professional	2.0.10.356	2.0.10.356	08-25-2021	8/25/2021 7:31:07 PM	15:31:07	2.0.10.252	9	3.10	0	1	4255				12	Lose	Trials	0.1572667	5	1	5	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3143	1	11.49	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">4363062417419</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3143-1	60.009	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	-623583486	Professional	2.0.10.356	2.0.10.356	08-25-2021	8/25/2021 7:31:07 PM	15:31:07	2.0.10.252	10	3.42	0	1	2101				88	Win	Trials	0.1600333	6	1	6	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3143	1	11.49	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">4363062417419</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3143-1	60.009	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	-623583486	Professional	2.0.10.356	2.0.10.356	08-25-2021	8/25/2021 7:31:07 PM	15:31:07	2.0.10.252	11	4.67	1	0	4054				50	Lose	Trials	0.2210316	7	1	7	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3143	1	11.49	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">4363062417419</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3143-1	60.009	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	-623583486	Professional	2.0.10.356	2.0.10.356	08-25-2021	8/25/2021 7:31:07 PM	15:31:07	2.0.10.252	12	3.10	0	1	3925				88	Win	Trials	0.165	8	1	8	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3143	1	11.49	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">4363062417419</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3143-1	60.009	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	-623583486	Professional	2.0.10.356	2.0.10.356	08-25-2021	8/25/2021 7:31:07 PM	15:31:07	2.0.10.252	13	3.73	0	1	1495				50	Win	Trials	0.17	9	1	9	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3143	1	11.49	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">4363062417419</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3143-1	60.009	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	-623583486	Professional	2.0.10.356	2.0.10.356	08-25-2021	8/25/2021 7:31:07 PM	15:31:07	2.0.10.252	14	4.36	0	1	3452				12	Win	Trials	0.1644333	10	1	10	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3143	1	11.49	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">4363062417419</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3143-1	60.009	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	-623583486	Professional	2.0.10.356	2.0.10.356	08-25-2021	8/25/2021 7:31:07 PM	15:31:07	2.0.10.252	15	6.87	0	1	3234				50	Lose	Trials	0.1733333	11	1	11	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3143	1	11.49	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">4363062417419</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3143-1	60.009	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	-623583486	Professional	2.0.10.356	2.0.10.356	08-25-2021	8/25/2021 7:31:07 PM	15:31:07	2.0.10.252	16	4.05	0	1	2150				50	Win	Trials	0.1694667	12	1	12	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3143	1	11.49	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">4363062417419</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3143-1	60.009	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	-623583486	Professional	2.0.10.356	2.0.10.356	08-25-2021	8/25/2021 7:31:07 PM	15:31:07	2.0.10.252	17	3.73	1	1	2921				12	Lose	Trials	0.19648	13	1	13	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3143	1	11.49	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">4363062417419</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3143-1	60.009	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	-623583486	Professional	2.0.10.356	2.0.10.356	08-25-2021	8/25/2021 7:31:07 PM	15:31:07	2.0.10.252	18	2.48	0	1	2322				88	Win	Trials	0.1611	14	1	14	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3143	1	11.49	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">4363062417419</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3143-1	60.009	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	-623583486	Professional	2.0.10.356	2.0.10.356	08-25-2021	8/25/2021 7:31:07 PM	15:31:07	2.0.10.252	19	5.30	0	1	1457				88	Lose	Trials	0.1594667	15	1	15	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3143	1	11.49	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">4363062417419</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3143-1	60.009	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	-623583486	Professional	2.0.10.356	2.0.10.356	08-25-2021	8/25/2021 7:31:07 PM	15:31:07	2.0.10.252	20	2.16	1	0	1684				12	Lose	Trials	0.2333111	16	1	16	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3143	1	11.49	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">4363062417419</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3143-1	60.009	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	-623583486	Professional	2.0.10.356	2.0.10.356	08-25-2021	8/25/2021 7:31:07 PM	15:31:07	2.0.10.252	21	6.24	0	1	2962				88	Win	Trials	0.1672333	17	1	17	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3143	1	11.49	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">4363062417419</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3143-1	60.009	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	-623583486	Professional	2.0.10.356	2.0.10.356	08-25-2021	8/25/2021 7:31:07 PM	15:31:07	2.0.10.252	22	4.05	1	0	1711				12	Lose	Trials	0.2333111	18	1	18	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3143	1	11.49	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">4363062417419</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-08-25T19:31:07Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3143-1	60.009	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	-623583486	Professional	2.0.10.356	2.0.10.356	08-25-2021	8/25/2021 7:31:07 PM	15:31:07	2.0.10.252	23	7.19	0	1	2059				50	Win	Trials	0.1628	19	1	19	1.75
