C:\Users\tuj55142\Documents\GitHub\istart\Mock_Scan\Social\USE THIS COPY\EEfRTTextCuesV2_Win1_v2_815_Social_052521-1245-1.edat2
ExperimentName	Subject	Session	AmtWon	Clock.Information	DataFile.Basename	Display.RefreshRate	EasyKey	ExperimentVersion	Group	HardKey	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	Amount	Choice	Completed	Decision.RT	Practice	Practice.Cycle	Practice.Sample	Probability	Procedure	Running	TapSpeed	Trials	Trials.Cycle	Trials.Sample	Winnings
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1245	1	16.77	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-22T17:35:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">5972523258929</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-22T17:35:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1245-1	60.010	9	1.0.0.76	1	7	-1775548047	Professional	2.0.10.356	2.0.10.356	06-22-2021	6/22/2021 5:35:19 PM	13:35:19	2.0.10.252	1					1	1	1		WinPractice	Practice					
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1245	1	16.77	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-22T17:35:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">5972523258929</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-22T17:35:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1245-1	60.010	9	1.0.0.76	1	7	-1775548047	Professional	2.0.10.356	2.0.10.356	06-22-2021	6/22/2021 5:35:19 PM	13:35:19	2.0.10.252	2					2	1	2		LosePractice	Practice					
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1245	1	16.77	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-22T17:35:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">5972523258929</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-22T17:35:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1245-1	60.010	9	1.0.0.76	1	7	-1775548047	Professional	2.0.10.356	2.0.10.356	06-22-2021	6/22/2021 5:35:19 PM	13:35:19	2.0.10.252	3					3	1	3		LosePractice	Practice					
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1245	1	16.77	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-22T17:35:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">5972523258929</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-22T17:35:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1245-1	60.010	9	1.0.0.76	1	7	-1775548047	Professional	2.0.10.356	2.0.10.356	06-22-2021	6/22/2021 5:35:19 PM	13:35:19	2.0.10.252	4					4	1	4		WinPractice	Practice					
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1245	1	16.77	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-22T17:35:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">5972523258929</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-22T17:35:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1245-1	60.010	9	1.0.0.76	1	7	-1775548047	Professional	2.0.10.356	2.0.10.356	06-22-2021	6/22/2021 5:35:19 PM	13:35:19	2.0.10.252	5	5.30	1	1	4150				12	Lose	Trials	0.18948	1	1	1	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1245	1	16.77	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-22T17:35:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">5972523258929</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-22T17:35:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1245-1	60.010	9	1.0.0.76	1	7	-1775548047	Professional	2.0.10.356	2.0.10.356	06-22-2021	6/22/2021 5:35:19 PM	13:35:19	2.0.10.252	6	2.48	0	1	3170				50	Lose	Trials	0.19	2	1	2	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1245	1	16.77	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-22T17:35:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">5972523258929</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-22T17:35:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1245-1	60.010	9	1.0.0.76	1	7	-1775548047	Professional	2.0.10.356	2.0.10.356	06-22-2021	6/22/2021 5:35:19 PM	13:35:19	2.0.10.252	7	4.99	1	1	2076				50	Lose	Trials	0.18981	3	1	3	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1245	1	16.77	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-22T17:35:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">5972523258929</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-22T17:35:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1245-1	60.010	9	1.0.0.76	1	7	-1775548047	Professional	2.0.10.356	2.0.10.356	06-22-2021	6/22/2021 5:35:19 PM	13:35:19	2.0.10.252	8	5.62	1	1	2057				88	Win	Trials	0.19931	4	1	4	5.62
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1245	1	16.77	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-22T17:35:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">5972523258929</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-22T17:35:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1245-1	60.010	9	1.0.0.76	1	7	-1775548047	Professional	2.0.10.356	2.0.10.356	06-22-2021	6/22/2021 5:35:19 PM	13:35:19	2.0.10.252	9	3.10	0	1	1864				12	Lose	Trials	0.2216667	5	1	5	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	1245	1	16.77	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-22T17:35:19Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">5972523258929</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-22T17:35:19Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-1245-1	60.010	9	1.0.0.76	1	7	-1775548047	Professional	2.0.10.356	2.0.10.356	06-22-2021	6/22/2021 5:35:19 PM	13:35:19	2.0.10.252	10	3.42	1	1	2777				88	Win	Trials	0.18998	6	1	6	3.42
