C:\Users\tuj55142\Documents\GitHub\istart\Mock_Scan\Monetary\EEfRTTextCuesV2_Win1_v2_815-3178-1.edat2
ExperimentName	Subject	Session	AmtWon	Clock.Information	DataFile.Basename	Display.RefreshRate	EasyFinger	EasyKey	ExperimentVersion	Group	HardFinger	HardKey	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	Amount	Choice	Completed	Decision.RT	Practice	Practice.Cycle	Practice.Sample	Probability	Procedure	Running	TapSpeed	Trials	Trials.Cycle	Trials.Sample	Winnings
EEfRTTextCuesV2_Win1_v2_815	3178	1	7.36	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-10-18T17:15:31Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">8478533872310</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-10-18T17:15:31Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-3178-1	60.007	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	269148178	Professional	2.0.10.356	2.0.10.356	10-18-2021	10/18/2021 5:15:31 PM	13:15:31	2.0.10.252	1					1	1	1		WinPractice	Practice					
EEfRTTextCuesV2_Win1_v2_815	3178	1	7.36	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-10-18T17:15:31Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">8478533872310</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-10-18T17:15:31Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-3178-1	60.007	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	269148178	Professional	2.0.10.356	2.0.10.356	10-18-2021	10/18/2021 5:15:31 PM	13:15:31	2.0.10.252	2					2	1	2		LosePractice	Practice					
EEfRTTextCuesV2_Win1_v2_815	3178	1	7.36	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-10-18T17:15:31Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">8478533872310</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-10-18T17:15:31Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-3178-1	60.007	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	269148178	Professional	2.0.10.356	2.0.10.356	10-18-2021	10/18/2021 5:15:31 PM	13:15:31	2.0.10.252	3					3	1	3		LosePractice	Practice					
EEfRTTextCuesV2_Win1_v2_815	3178	1	7.36	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-10-18T17:15:31Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">8478533872310</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-10-18T17:15:31Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-3178-1	60.007	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	269148178	Professional	2.0.10.356	2.0.10.356	10-18-2021	10/18/2021 5:15:31 PM	13:15:31	2.0.10.252	4					4	1	4		WinPractice	Practice					
EEfRTTextCuesV2_Win1_v2_815	3178	1	7.36	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-10-18T17:15:31Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">8478533872310</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-10-18T17:15:31Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-3178-1	60.007	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	269148178	Professional	2.0.10.356	2.0.10.356	10-18-2021	10/18/2021 5:15:31 PM	13:15:31	2.0.10.252	5	3.04	1	1	4621				12	Lose	Trials	0.15566	1	1	1	0
EEfRTTextCuesV2_Win1_v2_815	3178	1	7.36	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-10-18T17:15:31Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">8478533872310</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-10-18T17:15:31Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-3178-1	60.007	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	269148178	Professional	2.0.10.356	2.0.10.356	10-18-2021	10/18/2021 5:15:31 PM	13:15:31	2.0.10.252	6	1.42	2	1	5340				50	Lose	Trials	0.2144333	2	1	2	0
EEfRTTextCuesV2_Win1_v2_815	3178	1	7.36	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-10-18T17:15:31Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">8478533872310</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-10-18T17:15:31Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-3178-1	60.007	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	269148178	Professional	2.0.10.356	2.0.10.356	10-18-2021	10/18/2021 5:15:31 PM	13:15:31	2.0.10.252	7	2.86	0	1	2911				50	Lose	Trials	0.1644667	3	1	3	0
EEfRTTextCuesV2_Win1_v2_815	3178	1	7.36	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-10-18T17:15:31Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">8478533872310</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-10-18T17:15:31Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-3178-1	60.007	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	269148178	Professional	2.0.10.356	2.0.10.356	10-18-2021	10/18/2021 5:15:31 PM	13:15:31	2.0.10.252	8	3.22	2	1	5177				88	Win	Trials	0.16766	4	1	4	3.22
EEfRTTextCuesV2_Win1_v2_815	3178	1	7.36	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-10-18T17:15:31Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">8478533872310</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-10-18T17:15:31Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-3178-1	60.007	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	269148178	Professional	2.0.10.356	2.0.10.356	10-18-2021	10/18/2021 5:15:31 PM	13:15:31	2.0.10.252	9	1.78	1	1	4425				12	Lose	Trials	0.15983	5	1	5	0
EEfRTTextCuesV2_Win1_v2_815	3178	1	7.36	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-10-18T17:15:31Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">8478533872310</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-10-18T17:15:31Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-3178-1	60.007	Right Index Finger	9	1.0.0.42	1	Left Pinky Finger	7	269148178	Professional	2.0.10.356	2.0.10.356	10-18-2021	10/18/2021 5:15:31 PM	13:15:31	2.0.10.252	10	1.96	0	1	2830				88	Win	Trials	0.17	6	1	6	1
