C:\Users\tuj55142\Documents\GitHub\istart\Mock_Scan\Monetary\EEfRTTextCuesV2_Win1_v2_815-1240-1.edat2
ExperimentName	Subject	Session	AmtWon	Clock.Information	DataFile.Basename	Display.ColorDepth	Display.FlippingEnabled	Display.RefreshRate	EasyKey	ExperimentVersion	Group	HardKey	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	Amount	Choice	Completed	Decision.RT	Practice	Practice.Cycle	Practice.Sample	Probability	Procedure	Running	TapSpeed	Trials	Trials.Cycle	Trials.Sample	Winnings
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	59	4.21	1	0	795				88	Win	Trials	0.2210211	55	1	55	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	60	4.03	0	1	1172				12	Lose	Trials	0.1983333	56	1	56	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	61	3.67	1	0	2124				50	Win	Trials	0.2164639	57	1	57	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	62	3.67	0	1	992				12	Lose	Trials	0.1755667	58	1	58	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	63	4.03	0	1	738				88	Win	Trials	0.1755667	59	1	59	1
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	64	2.77	0	1	942				50	Lose	Trials	0.1816667	60	1	60	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	65	1.51	1	1	1730				88	Win	Trials	0.19998	61	1	61	1.51
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	66	1.87	1	1	1012				88	Lose	Trials	0.20798	62	1	62	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	67	4.21	1	0	1699				50	Lose	Trials	0.2142653	63	1	63	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	68	1.33	0	1	816				50	Win	Trials	0.1733333	64	1	64	1
