C:\Users\tuj55142\Documents\GitHub\istart\Mock_Scan\Monetary\EEfRTTextCuesV2_Win1_v2_815-1245-1.edat2
ExperimentName	Subject	Session	AmtWon	Clock.Information	DataFile.Basename	Display.RefreshRate	EasyKey	ExperimentVersion	Group	HardKey	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	Amount	Choice	Completed	Decision.RT	Practice	Practice.Cycle	Practice.Sample	Probability	Procedure	Running	TapSpeed	Trials	Trials.Cycle	Trials.Sample	Winnings
EEfRTTextCuesV2_Win1_v2_815	1245	1	7.12	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-22T17:58:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">5986583317449</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-22T17:58:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1245-1	60.011	9	1.0.0.30	1	7	-600402467	Professional	2.0.10.356	2.0.10.356	06-22-2021	6/22/2021 5:58:45 PM	13:58:45	2.0.10.252	1					1	1	1		WinPractice	Practice					
EEfRTTextCuesV2_Win1_v2_815	1245	1	7.12	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-22T17:58:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">5986583317449</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-22T17:58:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1245-1	60.011	9	1.0.0.30	1	7	-600402467	Professional	2.0.10.356	2.0.10.356	06-22-2021	6/22/2021 5:58:45 PM	13:58:45	2.0.10.252	2					2	1	2		LosePractice	Practice					
EEfRTTextCuesV2_Win1_v2_815	1245	1	7.12	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-22T17:58:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">5986583317449</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-22T17:58:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1245-1	60.011	9	1.0.0.30	1	7	-600402467	Professional	2.0.10.356	2.0.10.356	06-22-2021	6/22/2021 5:58:45 PM	13:58:45	2.0.10.252	3					3	1	3		LosePractice	Practice					
EEfRTTextCuesV2_Win1_v2_815	1245	1	7.12	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-22T17:58:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">5986583317449</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-22T17:58:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1245-1	60.011	9	1.0.0.30	1	7	-600402467	Professional	2.0.10.356	2.0.10.356	06-22-2021	6/22/2021 5:58:45 PM	13:58:45	2.0.10.252	4					4	1	4		WinPractice	Practice					
EEfRTTextCuesV2_Win1_v2_815	1245	1	7.12	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-22T17:58:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">5986583317449</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-22T17:58:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1245-1	60.011	9	1.0.0.30	1	7	-600402467	Professional	2.0.10.356	2.0.10.356	06-22-2021	6/22/2021 5:58:45 PM	13:58:45	2.0.10.252	5	3.04	0	1	2362				12	Lose	Trials	0.1694667	1	1	1	0
EEfRTTextCuesV2_Win1_v2_815	1245	1	7.12	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-22T17:58:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">5986583317449</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-22T17:58:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1245-1	60.011	9	1.0.0.30	1	7	-600402467	Professional	2.0.10.356	2.0.10.356	06-22-2021	6/22/2021 5:58:45 PM	13:58:45	2.0.10.252	6	1.42	0	1	1509				50	Lose	Trials	0.1761	2	1	2	0
EEfRTTextCuesV2_Win1_v2_815	1245	1	7.12	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-22T17:58:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">5986583317449</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-22T17:58:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1245-1	60.011	9	1.0.0.30	1	7	-600402467	Professional	2.0.10.356	2.0.10.356	06-22-2021	6/22/2021 5:58:45 PM	13:58:45	2.0.10.252	7	2.86	0	1	2314				50	Lose	Trials	0.1827667	3	1	3	0
EEfRTTextCuesV2_Win1_v2_815	1245	1	7.12	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-22T17:58:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">5986583317449</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-22T17:58:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1245-1	60.011	9	1.0.0.30	1	7	-600402467	Professional	2.0.10.356	2.0.10.356	06-22-2021	6/22/2021 5:58:45 PM	13:58:45	2.0.10.252	8	3.22	1	1	1271				88	Win	Trials	0.18964	4	1	4	3.22
EEfRTTextCuesV2_Win1_v2_815	1245	1	7.12	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-22T17:58:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">5986583317449</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-22T17:58:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1245-1	60.011	9	1.0.0.30	1	7	-600402467	Professional	2.0.10.356	2.0.10.356	06-22-2021	6/22/2021 5:58:45 PM	13:58:45	2.0.10.252	9	1.78	0	1	1469				12	Lose	Trials	0.1711333	5	1	5	0
EEfRTTextCuesV2_Win1_v2_815	1245	1	7.12	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-22T17:58:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">5986583317449</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-22T17:58:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1245-1	60.011	9	1.0.0.30	1	7	-600402467	Professional	2.0.10.356	2.0.10.356	06-22-2021	6/22/2021 5:58:45 PM	13:58:45	2.0.10.252	10	1.96	0	1	2081				88	Win	Trials	0.1711	6	1	6	1
