*** Header Start ***,,,,,,,
VersionPersist: 1,,,,,,,
Leve,Name: Session,,,,,,
Leve,Name: B,ock,,,,,
Leve,Name: Tria,,,,,,
Leve,Name: SubTria,,,,,,
Leve,Name: LogLeve,5,,,,,
Leve,Name: LogLeve,6,,,,,
Leve,Name: LogLeve,7,,,,,
Leve,Name: LogLeve,8,,,,,
Leve,Name: LogLeve,9,,,,,
Leve,Name: LogLeve,10,,,,,
Experiment: EEfRTTextCuesV2_Win1_v2_815,,,,,,,
SessionDate: 06-08-2021,,,,,,,
SessionTime: 14:44:14,,,,,,,
SessionStartDateTimeUtc: 6/8/2021 6:44:14 PM,,,,,,,
Disp,ay.Co,orDepth: 32,,,,,
Disp,ay.F,ippingEnab,ed: Yes,,,,
Subject: 1240,,,,,,,
Session: 1,,,,,,,
DataFi,e.Basename: EEfRTTextCuesV2_Win1_v2_815-1240-1,,,,,,
RandomSeed: 1762246225,,,,,,,
Group: 1,,,,,,,
Disp,ay.RefreshRate: 60.011,,,,,,
*** Header End ***,,,,,,,
"	Leve",: 2,,,,,,
"	*** LogFrame Start ***",,,,,,,
"	Procedure: WinPractice",,,,,,,
"	Practice: 1",,,,,,,
"	Practice.Cyc",e: 1,,,,,,
"	Practice.Samp",e: 1,,,,,,
"	Running: Practice",,,,,,,
"	*** LogFrame End ***",,,,,,,
"	Leve",: 2,,,,,,
"	*** LogFrame Start ***",,,,,,,
"	Procedure: LosePractice",,,,,,,
"	Practice: 2",,,,,,,
"	Practice.Cyc",e: 1,,,,,,
"	Practice.Samp",e: 2,,,,,,
"	Running: Practice",,,,,,,
"	*** LogFrame End ***",,,,,,,
"	Leve",: 2,,,,,,
"	*** LogFrame Start ***",,,,,,,
"	Procedure: LosePractice",,,,,,,
"	Practice: 3",,,,,,,
"	Practice.Cyc",e: 1,,,,,,
"	Practice.Samp",e: 3,,,,,,
"	Running: Practice",,,,,,,
"	*** LogFrame End ***",,,,,,,
"	Leve",: 2,,,,,,
"	*** LogFrame Start ***",,,,,,,
"	Procedure: WinPractice",,,,,,,
"	Practice: 4",,,,,,,
"	Practice.Cyc",e: 1,,,,,,
"	Practice.Samp",e: 4,,,,,,
"	Running: Practice",,,,,,,
"	*** LogFrame End ***",,,,,,,
"	Leve",: 2,,,,,,
"	*** LogFrame Start ***",,,,,,,
"	Tria",s: 1,,,,,,
"	Procedure: Lose",,,,,,,
"	Amount: 3.04",,,,,,,
"	Probabi",ity: 12,,,,,,
"	Running: Tria",s,,,,,,
"	Tria",s.Cyc,e: 1,,,,,
"	Tria",s.Samp,e: 1,,,,,
"	Decision.RT: 2227",,,,,,,
"	Choice: 0",,,,,,,
"	TapSpeed: 0.1661333",,,,,,,
"	Comp",eted: 1,,,,,,
"	Winnings: 0",,,,,,,
"	*** LogFrame End ***",,,,,,,
"	Leve",: 2,,,,,,
"	*** LogFrame Start ***",,,,,,,
"	Tria",s: 2,,,,,,
"	Procedure: Lose",,,,,,,
"	Amount: 1.42",,,,,,,
"	Probabi",ity: 50,,,,,,
"	Running: Tria",s,,,,,,
"	Tria",s.Cyc,e: 1,,,,,
"	Tria",s.Samp,e: 2,,,,,
"	Decision.RT: 1007",,,,,,,
"	Choice: 0",,,,,,,
"	TapSpeed: 0.1616667",,,,,,,
"	Comp",eted: 1,,,,,,
