C:\Users\tuj55142\Documents\GitHub\istart\Mock_Scan\Monetary\EEfRTTextCuesV2_Win1_v2_815-1242-1.edat2
ExperimentName	Subject	Session	AmtWon	Clock.Information	DataFile.Basename	Display.RefreshRate	EasyKey	ExperimentVersion	Group	HardKey	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	Amount	Choice	Completed	Decision.RT	Probability	Procedure	Running	TapSpeed	Trials	Trials.Cycle	Trials.Sample	Winnings
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	30	1.42	0	1	1510	12	Lose	Trials	0.21	30	1	30	0
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	31	3.04	0	1	842	50	Lose	Trials	0.2033333	31	1	31	0
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	32	3.40	1	1	1257	88	Win	Trials	0.20847	32	1	32	3.40
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	33	3.22	0	1	1180	50	Lose	Trials	0.1961	33	1	33	0
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	34	1.24	0	1	998	88	Win	Trials	0.1878	34	1	34	1
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	35	3.58	0	1	1209	12	Lose	Trials	0.1933333	35	1	35	0
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	36	3.76	0	1	1494	12	Lose	Trials	0.1955667	36	1	36	0
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	37	3.76	1	1	1340	88	Win	Trials	0.21015	37	1	37	3.76
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	38	2.14	0	1	1069	88	Win	Trials	0.1861333	38	1	38	1
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	39	3.58	0	1	872	50	Win	Trials	0.1883667	39	1	39	1
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	40	1.60	0	1	1280	88	Lose	Trials	0.2016667	40	1	40	0
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	41	2.86	0	1	1168	12	Lose	Trials	0.215	41	1	41	0
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	42	2.68	0	1	788	12	Lose	Trials	0.1928	42	1	42	0
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	43	1.24	0	1	1122	50	Win	Trials	0.1961333	43	1	43	1
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	44	1.96	0	1	855	50	Lose	Trials	0.1861	44	1	44	0
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	45	1.60	0	1	723	12	Win	Trials	0.2027667	45	1	45	1
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	46	2.86	0	1	1408	88	Win	Trials	0.1905667	46	1	46	1
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	47	2.32	0	1	1279	88	Win	Trials	0.2016667	47	1	47	1
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	48	3.40	0	1	1087	12	Lose	Trials	0.2027667	48	1	48	0
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	49	3.94	1	1	1133	88	Win	Trials	0.20548	49	1	49	3.94
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	50	1.96	0	1	729	12	Lose	Trials	0.1900333	50	1	50	0
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	51	1.6	0	1	957	50	Win	Trials	0.1894667	51	1	51	1
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	52	2.59	0	1	952	12	Lose	Trials	0.1861	52	1	52	0
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	53	3.49	1	0	1440	88	Lose	Trials	0.2120909	53	1	53	0
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	54	3.85	0	1	607	50	Lose	Trials	0.1816667	54	1	54	0
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	55	4.21	1	0	1322	88	Win	Trials	0.2142653	55	1	55	0
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	56	4.03	0	1	702	12	Lose	Trials	0.1805667	56	1	56	0
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	57	3.67	0	1	638	50	Win	Trials	0.1894333	57	1	57	1
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	58	3.67	0	1	3302	12	Lose	Trials	0.2133333	58	1	58	0
EEfRTTextCuesV2_Win1_v2_815	1242	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">25773535731020</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-11T14:47:49Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1242-1	60.010	7	1.0.0.30	1	9	-562284736	Professional	2.0.10.356	2.0.10.356	06-11-2021	6/11/2021 2:47:49 PM	10:47:49	2.0.10.252	59	4.03	2	0	5199	88	Win	Trials	0.2727013	59	1	59	0
